frame,Fish1_P1_x,Fish1_P1_y,Fish1_P2_x,Fish1_P2_y,Fish1_P3_x,Fish1_P3_y,Fish1_P4_x,Fish1_P4_y,Fish1_P5_x,Fish1_P5_y,Fish2_P1_x,Fish2_P1_y,Fish2_P2_x,Fish2_P2_y,Fish2_P3_x,Fish2_P3_y,Fish2_P4_x,Fish2_P4_y,Fish2_P5_x,Fish2_P5_y,Fish3_P1_x,Fish3_P1_y,Fish3_P2_x,Fish3_P2_y,Fish3_P3_x,Fish3_P3_y,Fish3_P4_x,Fish3_P4_y,Fish3_P5_x,Fish3_P5_y,Fish4_P1_x,Fish4_P1_y,Fish4_P2_x,Fish4_P2_y,Fish4_P3_x,Fish4_P3_y,Fish4_P4_x,Fish4_P4_y,Fish4_P5_x,Fish4_P5_y
242,600.534973144531,926.163024902344,658.380981445312,923.778991699219,821.684020996094,907.861999511719,937.945983886719,954.893005371094,989.369995117188,955.038024902344,1050.55505371094,929.598022460938,1118.60498046875,907.806030273438,1242.85595703125,864.760986328125,1329.21704101562,806.598999023438,1380.60595703125,781.953002929688,1204.28796386719,907.119995117188,1285.74096679688,895.231018066406,1446.41003417969,881.473999023438,1549.69494628906,927.617004394531,1577.15905761719,899.841979980469,531.088989257812,452.898010253906,597.557983398438,457.013000488281,738.518981933594,473.579010009766,836.934020996094,461.191009521484,863.176025390625,434.868988037109
243,598.89697265625,924.818969726562,663.461975097656,922.461975097656,822.198974609375,907.502990722656,937.349975585938,955.481994628906,982.658020019531,957.851013183594,1051.08703613281,931.47998046875,1119.16101074219,907.528015136719,1244.65002441406,866.986022949219,1331.05102539062,807.299987792969,1380.06201171875,780.719970703125,1203.16394042969,909.013000488281,1285.05505371094,895.577026367188,1445.5400390625,876.533020019531,1545,927.4990234375,1598.65600585938,943.1240234375,530.617980957031,453.085998535156,597.2919921875,456.165008544922,738.468017578125,473.339996337891,835.143981933594,467.652008056641,866.291015625,436.459991455078
244,600.875,926.322998046875,662.434020996094,922.5,821.616027832031,907.526977539062,939.099975585938,954.424011230469,982.6240234375,958.114990234375,1051.125,932.974975585938,1119.90405273438,908.887023925781,1243.44702148438,866.466003417969,1333.26403808594,808.585998535156,1379.21105957031,783.4580078125,1202.06604003906,910.164978027344,1283.34899902344,898.318969726562,1445.48498535156,872.594970703125,1544.18994140625,926.557983398438,1600.63098144531,945.309997558594,530.202026367188,453,597.106994628906,456.144012451172,739.85400390625,471.316009521484,836.882995605469,468.963012695312,867.424011230469,442.298004150391
245,601.893981933594,926.642028808594,663.263977050781,922.924011230469,821.43798828125,907.643981933594,937.1259765625,946.570007324219,970.914001464844,967.140014648438,1050.69897460938,934.947021484375,1119.4990234375,910.556030273438,1245.11804199219,867.994995117188,1332.82995605469,814.3759765625,1376.33801269531,785.073974609375,1199.35900878906,909.484008789062,1281.53198242188,897.013977050781,1443.42297363281,872.013977050781,1545.17700195312,925.169006347656,1595.73596191406,948.825012207031,530.39697265625,453.088989257812,597.385986328125,456.184997558594,739.143981933594,470.31201171875,838.640014648438,467.959991455078,865.219970703125,446.492004394531
246,599.906005859375,926.695983886719,664.421997070312,923.35498046875,821.508972167969,908.716003417969,941.02001953125,943.242004394531,967.534973144531,970.028015136719,1050.71398925781,936.064025878906,1117.61999511719,913.184997558594,1245.85095214844,870.973999023438,1334.64404296875,816.213989257812,1379.01403808594,785.809997558594,1197.66296386719,909.429992675781,1281.09997558594,899.564025878906,1442.88696289062,870.560974121094,1557.44604492188,930.974975585938,1597.22204589844,950.236999511719,530.406005859375,453.441009521484,596.828002929688,456.246002197266,739.421020507812,468.790008544922,838.718994140625,475.559997558594,865.200988769531,452.653991699219
247,601.60302734375,928.231018066406,665.473022460938,923.349975585938,821.650024414062,909.965026855469,924.875,918.911987304688,955.232971191406,945.768981933594,1050.01599121094,937.370971679688,1117.70300292969,914.52001953125,1248.98999023438,870.788024902344,NaN,NaN,NaN,NaN,1196.9189453125,909.35302734375,1278.94104003906,901.695007324219,1440.59997558594,869.885986328125,1532.498046875,891.176025390625,NaN,NaN,529.976013183594,453.350006103516,597.080993652344,456.727996826172,737.60302734375,466.994995117188,837.950012207031,479.868988037109,864.314025878906,457.339996337891
248,600.314025878906,924.953979492188,664.632995605469,922.411010742188,821.804016113281,912.882019042969,929.93798828125,916.939025878906,962.364990234375,945.752014160156,1050.32995605469,938.866027832031,1115.59399414062,914.817016601562,1244.44396972656,872.883972167969,1333.11303710938,821.338012695312,1377.20703125,786.60400390625,1196.33605957031,910.335998535156,1276.30505371094,902.849975585938,1438.45703125,870.111999511719,1534.93298339844,882.335021972656,1581.22705078125,943.599975585938,530.380981445312,453.514007568359,597.14697265625,456.654998779297,738.068969726562,465.776000976562,835.234008789062,484.404998779297,867.622009277344,462.539001464844
249,600.932006835938,924.953002929688,664.390991210938,925.190979003906,821.760986328125,915.1259765625,934.857971191406,913.935974121094,969.989990234375,942.460021972656,1050.9580078125,940.297973632812,1114.97595214844,917.268005371094,1244.32495117188,873.802001953125,NaN,NaN,NaN,NaN,1194.22998046875,909.786010742188,1274.5810546875,903.997009277344,1436.623046875,872.028991699219,1538.48498535156,874.609985351562,1582.916015625,934.515014648438,530.721984863281,454.592987060547,596.935974121094,456.195007324219,739.041015625,464.9580078125,834.567016601562,485.372009277344,869.43798828125,464.459991455078
250,600.390014648438,924.75,663.723999023438,918.982971191406,821.711975097656,916.857971191406,935.299011230469,909.239990234375,976.6669921875,941.195983886719,1052.17504882812,942.918029785156,1115.06994628906,918.671997070312,1246.37194824219,874.773010253906,NaN,NaN,NaN,NaN,1191.24096679688,910.434997558594,1272.99304199219,905.726013183594,1434.60498046875,873.809997558594,1539.06799316406,869.226013183594,1583.3740234375,919.997985839844,530.893981933594,455.269989013672,597.171020507812,457.131988525391,740.60302734375,463.485992431641,831.916015625,485.686004638672,868.168029785156,471.890014648438
251,597.72900390625,925.039978027344,658.057006835938,918.22900390625,821.018005371094,920.487976074219,936.635986328125,905.567016601562,981.921997070312,934.932006835938,1053.07104492188,943.132995605469,1116.2490234375,921.685974121094,1245.26904296875,875.833984375,NaN,NaN,NaN,NaN,1188.66394042969,909.820983886719,1271.97595214844,906.10498046875,1432.95397949219,876.390991210938,1541.248046875,863.414978027344,1583.01794433594,906.893981933594,530.880981445312,455.39599609375,597.31298828125,456.963989257812,739.739013671875,462.848999023438,830.192016601562,485.369995117188,867.619995117188,476.799011230469
252,596.502014160156,917.828002929688,659.35498046875,914.927978515625,820.2080078125,923.658020019531,938.151000976562,903.088989257812,984.658020019531,923.671020507812,1054.79797363281,945.767028808594,1116.79895019531,923.275024414062,1242.041015625,878.64697265625,NaN,NaN,NaN,NaN,1187.39501953125,909.013000488281,1269.44995117188,907.3330078125,1431.88696289062,878.695983886719,1542.30102539062,859.166015625,1584.13793945312,892.960021972656,531.289978027344,455.501007080078,597.432983398438,456.980010986328,740.911987304688,461.971984863281,831.723999023438,485.901000976562,873.114990234375,476.942993164062
253,598.382019042969,918.179016113281,647.017028808594,922.846984863281,819.182983398438,926.283020019531,938.75,900.414001464844,986.369995117188,915.908020019531,1055.28405761719,945.614990234375,1118.04895019531,925.554016113281,1234.4560546875,876.158020019531,NaN,NaN,NaN,NaN,1186.6650390625,908.02197265625,1268.40405273438,908.440002441406,1429.55395507812,882.507995605469,1543.78894042969,854.195007324219,1586.21203613281,886.929992675781,531.3759765625,456.055999755859,597.453002929688,457.404998779297,741.036010742188,460.761993408203,831.372985839844,485.388000488281,874.943969726562,479.977996826172
254,599.846008300781,913.7509765625,648.747985839844,911.921997070312,818.432006835938,927.7919921875,938.513000488281,899.078979492188,986.47998046875,908.129028320312,1056.4560546875,946.856994628906,1118.71203613281,926.226013183594,1234.3310546875,878.168029785156,1338.90698242188,836.914001464844,1387.35998535156,811.284973144531,1185.78198242188,908.099975585938,1266.98498535156,907.43798828125,1427.54895019531,885.341979980469,1546.52905273438,851.607971191406,1588.11401367188,877.570983886719,530.338012695312,456.558013916016,597.078979492188,457.691009521484,740.882995605469,459.665985107422,834.684020996094,485.023010253906,876.43798828125,481.64599609375
255,595.370971679688,913.080017089844,653.393981933594,913.43798828125,817.97900390625,929.242980957031,936.010009765625,898.981018066406,986.122009277344,900.064025878906,1056.25402832031,947.715026855469,1118.68798828125,927.820983886719,1233.10595703125,875.689025878906,1339.84301757812,839.838989257812,1386.32897949219,817.801025390625,1183.76696777344,909.650024414062,1264.72302246094,906.674011230469,1426.43005371094,887.361022949219,1547.7060546875,847.070983886719,1588.18994140625,864.572021484375,530.857971191406,456.747009277344,597.211975097656,457.678985595703,740.638000488281,458.894012451172,833.838989257812,484.305999755859,875.35302734375,485.670989990234
256,594.419982910156,912.531982421875,656.081970214844,912.919982910156,816.869995117188,930.156005859375,935.52099609375,900.072021484375,984.369018554688,894.89697265625,1056.53698730469,950.27197265625,1118.92395019531,928.72900390625,1227.42199707031,880.25,NaN,NaN,NaN,NaN,1182.25805664062,911.942016601562,1262.30700683594,906.580993652344,1425.08605957031,889.741027832031,1554.71203613281,847.575012207031,1590.63598632812,858.93798828125,531.098999023438,456.89599609375,597.387023925781,458.053985595703,740.932006835938,458.337005615234,832.974975585938,481.7919921875,875.130004882812,488.220001220703
257,594.193969726562,911.223022460938,657.431030273438,912.450988769531,816.14697265625,931.432006835938,936.107971191406,900.924987792969,982.351013183594,891.616027832031,1179.90600585938,912.377014160156,1258.07604980469,906.257995605469,1422.83203125,892.181030273438,NaN,NaN,NaN,NaN,1056.10302734375,950.982971191406,1119.42395019531,929.495971679688,1518.63403320312,845.213989257812,1562.59497070312,845.132995605469,1592.3330078125,853.343994140625,530.911987304688,457.154998779297,598.616027832031,457.779998779297,740.875,458.356994628906,838.830993652344,481.493011474609,876.531005859375,489.247009277344
258,593.807006835938,910.882019042969,657.184020996094,909.557006835938,816.492004394531,932.442993164062,936.504028320312,902.575012207031,981.14697265625,889.35302734375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1055.27404785156,952.460021972656,1120.05603027344,930.799011230469,1518.56994628906,845.716979980469,1562.751953125,841.468017578125,1590.81701660156,848.523010253906,532.809020996094,456.622009277344,598.85400390625,457.739013671875,741.924011230469,458.372009277344,840.002014160156,479.842987060547,876.911987304688,490.351989746094
259,594.494995117188,911.77197265625,655.974975585938,910.721008300781,816.198974609375,932.747985839844,937.379028320312,905.966979980469,979.575988769531,887.666015625,1178.91796875,908.14599609375,1254.501953125,905.085998535156,1418.52697753906,894.815002441406,NaN,NaN,NaN,NaN,1056.05700683594,952.6240234375,1120.20703125,931.465026855469,1517.44897460938,849.388977050781,1568.19104003906,841.651000976562,1590.90295410156,847.031005859375,532.789978027344,457.303009033203,600.296997070312,457.549987792969,740.690979003906,457.667999267578,838.775024414062,476.838989257812,875.838012695312,491.669006347656
260,593.931030273438,911.471008300781,657.078979492188,909.078979492188,815.263000488281,931.789978027344,940.427978515625,910.081970214844,976.734008789062,886.93798828125,1177.39099121094,908.294982910156,1253.76794433594,906.445007324219,1417.34997558594,895.309020996094,1343.70104980469,846.181030273438,1398.61206054688,831.318969726562,1057.03198242188,954.267028808594,1120.05395507812,932.390014648438,1515.23803710938,850.372009277344,1569.65502929688,839.193969726562,1591.16101074219,845.132019042969,533.705993652344,456.322998046875,600.244018554688,457.957000732422,741.637023925781,457.690002441406,842.606018066406,477.610992431641,876.310974121094,490.661987304688
261,592.559997558594,910.117980957031,659.848022460938,910.903015136719,815.0830078125,931.671020507812,942.169006347656,913.385009765625,974.77099609375,887.538024902344,1057.42895507812,956.169982910156,1121.13403320312,933.744995117188,1416.71203613281,897.572998046875,1520.47998046875,851.429016113281,1573.81103515625,838.318969726562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,535.156005859375,454.959014892578,601.39599609375,457.674987792969,741.682983398438,457.816009521484,833.192993164062,463.294006347656,868.349975585938,488.347991943359
262,592.630981445312,911.31298828125,653.614990234375,910.710021972656,814.952026367188,930.952026367188,940.840026855469,920.653015136719,973.080017089844,888.883972167969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1172.8330078125,910.153991699219,1251.21704101562,906.6240234375,1413.81396484375,898.614013671875,1522.70397949219,855.072998046875,1569.35205078125,833.599975585938,536.151977539062,453.81298828125,601.302001953125,457.417999267578,741.697021484375,458.936004638672,838.596984863281,460.303985595703,870.383972167969,487.454010009766
263,593.299987792969,911.443969726562,655.744018554688,910.760009765625,814.026000976562,930.336975097656,937.531982421875,928.843017578125,972.273986816406,893.489013671875,1058.73706054688,958.565002441406,1122.29797363281,937.023986816406,1517.89294433594,859.127990722656,1345.72802734375,850.56201171875,NaN,NaN,1170.86499023438,911.306030273438,1250.13195800781,907.302001953125,1412.20202636719,899.867004394531,1523.43103027344,857.065979003906,1583.17602539062,836.057006835938,536.419982910156,453.098999023438,602.031982421875,457.040985107422,742.262023925781,459.730987548828,840.296020507812,457.355987548828,868.775024414062,477.664001464844
264,593.153015136719,911.453979492188,649.6240234375,910.705993652344,813.054992675781,928.432006835938,937.323974609375,934.094970703125,972.760009765625,899.388000488281,1166.81396484375,910.177978515625,1249.00695800781,907.543029785156,1411.27795410156,901.203979492188,NaN,NaN,NaN,NaN,1059.21704101562,959.357971191406,1122.19995117188,939.512023925781,1515.68005371094,861.098999023438,1524.08801269531,861.31298828125,1583.71594238281,837.033996582031,536.484985351562,453.196990966797,602.349975585938,455.820007324219,741.648010253906,461.372009277344,840.81201171875,453.852996826172,870.575988769531,472.75
265,592.091979980469,912.908020019531,647.655029296875,911.807983398438,811.612976074219,927.408996582031,937.310974121094,937.768981933594,974.994018554688,906.280029296875,1166.67504882812,910.038024902344,1246.71704101562,908.906982421875,1410.18505859375,901.672973632812,NaN,NaN,NaN,NaN,1059.77404785156,962.132995605469,1124.21105957031,940.567016601562,1505.49194335938,870.995971679688,1346.623046875,854.012023925781,1585.22998046875,845.760986328125,536.22900390625,451.821014404297,602.976013183594,455.207000732422,741.388000488281,462.873992919922,842.898010253906,449.481994628906,872.494995117188,468.673004150391
266,592.952026367188,912.426025390625,653.789978027344,911.0009765625,812.030029296875,925.981018066406,936.760009765625,941.640014648438,977.244018554688,913.388000488281,1163.89794921875,911.482971191406,1245.48999023438,908.768981933594,1409.34301757812,902.328979492188,NaN,NaN,NaN,NaN,1060.24597167969,968.455993652344,1124.40600585938,941.820007324219,1511.71398925781,870.591979980469,1347.2099609375,854.640014648438,1584.86303710938,847.122985839844,536.466003417969,450.109985351562,602.817993164062,455.002990722656,742.02099609375,465.199005126953,842.908996582031,444.588989257812,875.244018554688,458.149993896484
267,592.0830078125,913.27001953125,652.283996582031,909.281005859375,812.689025878906,924.068969726562,937.872985839844,944.859008789062,981.341003417969,917.721008300781,1162.05895996094,912.078979492188,1243.80505371094,909.359985351562,1407.77905273438,902.366027832031,NaN,NaN,NaN,NaN,1061.92504882812,969.593994140625,1124.83801269531,943.085998535156,1513.73803710938,872.52001953125,1351.58605957031,854.677001953125,1586.58605957031,853.122985839844,536.193969726562,449.152008056641,602.742004394531,454.355987548828,742.218994140625,467.526000976562,841.236999511719,442.263000488281,877.549987792969,452.944000244141
268,589.885986328125,912.791015625,651.752014160156,910.68798828125,813.044006347656,922.765014648438,940.875,947.606018066406,981.640991210938,923.049011230469,1159.05700683594,912.632019042969,1244.63195800781,909.461975097656,1406.625,902.1240234375,NaN,NaN,NaN,NaN,1063.98596191406,970.416015625,1125.79895019531,943.168029785156,1509.26794433594,876.52001953125,1352.91003417969,854.943969726562,1408.19299316406,852.181030273438,536.445983886719,448.778991699219,603.120971679688,453.664001464844,742.455993652344,467.876007080078,844.823974609375,440.467987060547,880.831970214844,449.575012207031
269,587.723022460938,911.693969726562,649.549011230469,912.6259765625,812.549011230469,920.992004394531,937.721008300781,950.81298828125,980.767028808594,932.679992675781,1157.41296386719,913.718994140625,1241.65600585938,909.677001953125,1405.77600097656,901.976013183594,NaN,NaN,NaN,NaN,1064.82202148438,968.304992675781,1132.07104492188,943.794006347656,1507.03601074219,879.005004882812,1352.70397949219,857.630981445312,1411.39001464844,855.450012207031,536.815002441406,446.497985839844,604.156982421875,453.177001953125,742.195983886719,469.158996582031,832.914978027344,438.424987792969,879.890014648438,442.358001708984
270,588.046020507812,913.275024414062,653.132019042969,911.156005859375,812.137023925781,918.47802734375,940.408996582031,951.388000488281,980.456970214844,936.403015136719,1066.30505371094,967.56298828125,1134.91296386719,945.028015136719,1502.50903320312,883.153991699219,1354.72705078125,856.580993652344,1409.31701660156,857.859985351562,1153.22900390625,914.260986328125,1240.36999511719,910.60302734375,1403.70202636719,902.341979980469,1461.97705078125,909.739013671875,1581.32397460938,865.02001953125,537.461975097656,444.747009277344,603.763000488281,452.842010498047,742.619995117188,472.462005615234,834.142028808594,438.882995605469,879.572998046875,436.852996826172
271,586.786010742188,912.885986328125,648.880981445312,912.286010742188,812.385009765625,917.432006835938,935.642028808594,952.026977539062,978.630981445312,938.711975097656,1151.97204589844,915.510009765625,1239.27404785156,912.679992675781,1402.55395507812,902.494995117188,NaN,NaN,NaN,NaN,1068.18298339844,965.885986328125,1134.75805664062,948.452026367188,1502.82202148438,884.818969726562,1356.11499023438,858.794982910156,1410,859.421020507812,537.210998535156,443.251007080078,604.439025878906,452.048004150391,743.929016113281,473.527008056641,835.340026855469,440.540985107422,879.168029785156,433.713989257812
272,587.309997558594,913.523010253906,650.265991210938,911.375,812.038024902344,915.653991699219,NaN,NaN,NaN,NaN,1070.03503417969,964.408020019531,1129.27697753906,953.033996582031,1501.92895507812,886.64501953125,1514.27905273438,883.984985351562,1581.82800292969,874.070007324219,1151.36206054688,916.317993164062,1237.93603515625,914.351989746094,1401.78002929688,902.427001953125,1357.35205078125,859.10498046875,1410.94299316406,859.185974121094,537.611999511719,443.355010986328,605.640014648438,451.252990722656,742.767028808594,475.132995605469,834.893005371094,442.825012207031,875.614990234375,430.244995117188
273,584.851989746094,915.518005371094,646.968994140625,919.401000976562,812.059997558594,914.984008789062,NaN,NaN,NaN,NaN,1151.16296386719,917.633972167969,1237.08996582031,915.203979492188,1499.4990234375,889.323974609375,1513.40002441406,885.314025878906,1579.89404296875,877.783020019531,1071.21203613281,963.666015625,1128.7099609375,955.067016601562,1401.79797363281,903.080993652344,1357,859.737976074219,1411.11206054688,859.538024902344,538.267028808594,443.110992431641,605.672973632812,450.678985595703,743.984985351562,475.631988525391,835.931030273438,446.135009765625,872.840026855469,426.946014404297
274,586.567016601562,917.52001953125,649.169006347656,912.320007324219,811.806030273438,914.544982910156,NaN,NaN,NaN,NaN,1150.65405273438,917.414978027344,1235.86499023438,914.734985351562,1500.16003417969,890.815979003906,1512.75805664062,887.635986328125,1577.32604980469,881.598999023438,1071.27502441406,963.801025390625,1132.60095214844,952.818969726562,1401.12902832031,903.195983886719,1356.38305664062,861.166015625,1411.55700683594,860.942016601562,538.491027832031,442.643005371094,605.452026367188,450.483001708984,744.036987304688,475.570007324219,841.427001953125,443.990997314453,873.656982421875,425.044006347656
275,587.010986328125,917.3740234375,653.325988769531,912.119995117188,811.744018554688,914.536010742188,1358.19299316406,862.583984375,1410.92504882812,861.677001953125,1150.93298339844,919.260009765625,1235.41296386719,915.234008789062,1400.4599609375,904.216003417969,1513.626953125,890.731994628906,1574.14794921875,886.72998046875,1072.68005371094,965.739990234375,1131.90905761719,954.060974121094,912.685974121094,945.825012207031,NaN,NaN,NaN,NaN,538.171997070312,442.457000732422,605.664001464844,450.074005126953,743.703979492188,475.497009277344,838.609008789062,452.097991943359,860.539001464844,422.299987792969
276,586.421020507812,919.14501953125,647.403015136719,918.469970703125,812.109008789062,914.286010742188,933.184997558594,954.096984863281,985.843994140625,954.18701171875,1149.73400878906,918.778991699219,1234.75805664062,916.060974121094,1500.65295410156,892.7919921875,1513.31005859375,891.867004394531,1576.11401367188,888.963989257812,1072.93701171875,967.234985351562,1133.376953125,955.297973632812,1399.35205078125,904.14501953125,1360.11303710938,864.14599609375,1413.24194335938,863.945007324219,538.676025390625,443.81298828125,605.817016601562,449.903991699219,745.184997558594,474.085998535156,837.914001464844,463.231994628906,859.257019042969,426.136993408203
277,NaN,NaN,NaN,NaN,924.232971191406,949.463989257812,937.564025878906,952.168029785156,985.083984375,960.585021972656,1149.21496582031,919.18798828125,1234.35998535156,915.791015625,1398.15405273438,903.887023925781,1513.15002441406,892.924987792969,1576.67199707031,890.289001464844,585.289978027344,917.122009277344,654.054016113281,912.049011230469,811.81298828125,914.028015136719,1363.32202148438,862.947021484375,1412.9599609375,863.593994140625,538.338012695312,443.636993408203,605.387023925781,449.799987792969,746.174987792969,474.109008789062,839.638977050781,463.06298828125,859.461975097656,424.274993896484
278,584.981994628906,916.054992675781,655.64697265625,913.3759765625,811.598999023438,913.72802734375,937.469970703125,951.195007324219,979.606018066406,964.10498046875,1149.22497558594,919.189025878906,1234.37902832031,916.166015625,1397.49597167969,904.325988769531,1514.07604980469,893.81298828125,1576.125,891.763000488281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,538.075988769531,443.5,605.026977539062,450.132995605469,744.638000488281,471.429992675781,NaN,NaN,NaN,NaN
279,586.046020507812,914.510986328125,654.281005859375,911.760009765625,811.528015136719,913.831970214844,938.872009277344,950.981994628906,976.64697265625,964.280029296875,1149.2099609375,919.422973632812,1234.13793945312,915.960998535156,1397.36901855469,904.841003417969,1513.06896972656,894.401000976562,1577.19396972656,895.442993164062,NaN,NaN,NaN,NaN,912.166015625,938.245971679688,1361.83996582031,863.939025878906,1417.89599609375,866.216003417969,537.892028808594,443.497985839844,604.802978515625,449.890014648438,744.213989257812,469.466003417969,841.638000488281,475.653991699219,865.366027832031,444.959991455078
280,586.43701171875,914.723999023438,658.263977050781,913.557006835938,811.030029296875,914.544982910156,936.327026367188,946.786010742188,974.742004394531,963.906982421875,1148.68994140625,919.588012695312,1233.21704101562,914.637023925781,1397.39294433594,905.013000488281,1512.7900390625,894.797973632812,1574.30700683594,897.591979980469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,537.72900390625,444.184997558594,605.018005371094,449.764007568359,744.614013671875,467.567993164062,837.85400390625,483.010986328125,866.10400390625,453.010986328125
281,587.349975585938,914.627990722656,657.226013183594,915.268005371094,810.888977050781,914.788024902344,921.747009277344,928.203002929688,973.421020507812,962.862976074219,1148.64001464844,919.919006347656,1232.5830078125,916.107971191406,1396.71704101562,905.794982910156,1511.34399414062,895.885986328125,1572.13598632812,900.390991210938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,537.388977050781,444.957000732422,605.057983398438,449.648986816406,745.427978515625,466.765991210938,837.585998535156,484.393005371094,868.557983398438,461.2919921875
282,587.892028808594,915.383972167969,663.442993164062,915.026000976562,810.752014160156,915.25,919.60498046875,923.974975585938,949.367004394531,946.671020507812,1148.53198242188,919.955017089844,1232.40600585938,916.336975097656,1395.46997070312,906.280029296875,1508.84802246094,896.411010742188,1571.68005371094,901.892028808594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,537.408020019531,445.549011230469,603.976013183594,449.674987792969,744.760986328125,463.910003662109,829.5419921875,489.576995849609,866.507995605469,467.194000244141
283,587.849975585938,913.8330078125,648.414001464844,914.096984863281,811.267028808594,915.559020996094,921.880004882812,920.203002929688,958.960021972656,944.468994140625,1079.14904785156,973.517028808594,1141.97705078125,960.533020019531,1497.85998535156,898.690979003906,1507.21801757812,897,1572.42504882812,903.416015625,1148.23596191406,919.695983886719,1231.38903808594,916.278015136719,1395.24499511719,906.409973144531,1363.06396484375,863.544982910156,1421.45703125,867.880004882812,536.778991699219,445.641998291016,603.948974609375,450.162994384766,743.648010253906,461.678985595703,829.599975585938,490.953002929688,865.236999511719,476.484985351562
284,589.132995605469,912.804016113281,648.940002441406,912.862976074219,811.275024414062,916.81201171875,923.263000488281,917.028991699219,965.281982421875,942.642028808594,1079.94494628906,974.093017578125,1143.40295410156,960.890014648438,1497.80200195312,899.281005859375,1507.66101074219,897.698974609375,1573.501953125,905.418029785156,1148.39599609375,918.161010742188,1231.01599121094,916.392028808594,1395.208984375,906.93701171875,NaN,NaN,NaN,NaN,537.210021972656,445.869995117188,603.861999511719,449.618011474609,744.893005371094,459.549987792969,830.1240234375,490.660003662109,868.453979492188,482.665008544922
285,587.697021484375,911.825988769531,648.27099609375,912.106018066406,810.969970703125,918.5419921875,924.267028808594,913.831970214844,971.533996582031,940.883972167969,1147.80200195312,916.706970214844,1231.28698730469,917.799011230469,1394.60400390625,907.453002929688,1506.34204101562,898.080993652344,1573.07604980469,906.875,1081.28198242188,975.166015625,1146.15295410156,960.838012695312,1347.34204101562,864.284973144531,1376.83703613281,862.414001464844,1422.42700195312,867.833984375,536.210998535156,446.7919921875,603.411987304688,450.204986572266,743.81298828125,458.501007080078,832.700012207031,491.0419921875,872.328002929688,482.184997558594
286,587.989990234375,912.893005371094,641.486022949219,910.505981445312,812,920.648010253906,928.586975097656,911.869018554688,977.6240234375,937.502014160156,1148.2099609375,914.961975097656,1230.99499511719,918.349975585938,1393.916015625,908.080017089844,1506.60400390625,899.026977539062,1572.53405761719,909.864990234375,1082.08801269531,975.101989746094,1147.77795410156,961.031005859375,1347.06896972656,864.276977539062,1382.05004882812,860.994995117188,1423.25598144531,865.581970214844,535.739990234375,448.394012451172,603.168029785156,449.936004638672,743.489990234375,456.243988037109,829.846984863281,488.902008056641,870.538024902344,489.295989990234
287,588.265991210938,910.987976074219,649.182006835938,911.005004882812,812.817993164062,921.570007324219,931.455017089844,909.732971191406,979.443969726562,932.210998535156,1148.23596191406,912.348022460938,1230.27294921875,917.284973144531,1393.16394042969,908.502990722656,1505.81005859375,898.421020507812,1571.73803710938,911.206970214844,1082.30505371094,975.908996582031,1150.61206054688,959.966003417969,1348.498046875,865.713989257812,1386.90600585938,863.526977539062,1423.47204589844,864.1240234375,535.130004882812,448.579010009766,602.737976074219,450.036010742188,744.179016113281,453.722991943359,829.989013671875,486.821014404297,871.721984863281,491.566009521484
288,588.734985351562,910.773010253906,648.794982910156,909.10302734375,812.637023925781,922.341979980469,933.461975097656,907.674987792969,981.635009765625,923.028015136719,1148.34899902344,911.208984375,1229.39294433594,917.539978027344,1393.501953125,908.807006835938,1506.91101074219,897.801025390625,1571.31005859375,912.518005371094,1083.28503417969,976.320007324219,1150.27294921875,961.768005371094,1352.16796875,865.380981445312,1386.98095703125,862.835021972656,1424.47204589844,861.219970703125,534.81201171875,449.001007080078,602.862976074219,450.213989257812,744.25,452.257995605469,833.27001953125,485.652008056641,871.908020019531,492.509002685547
289,589.080017089844,911.120971679688,647.609985351562,911.010986328125,812.554016113281,923.206970214844,933.447021484375,905.60302734375,982.921020507812,916.572021484375,1148.51000976562,909.955017089844,1229.57104492188,916.241027832031,1394.08801269531,910.143005371094,1512.13793945312,895.606994628906,1576.46997070312,914.262023925781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,535.132019042969,448.906005859375,603.307006835938,450.384002685547,744.486022949219,451.699005126953,839.648010253906,486.544006347656,873.382995605469,493.962005615234
290,590.3740234375,911.585021972656,651.640991210938,908.383972167969,812.484008789062,924.107971191406,933.883972167969,904.72802734375,982.911010742188,912.234008789062,1148.42395019531,907.736022949219,1229.02795410156,916.731994628906,1394.27404785156,911.151000976562,1513.64697265625,893.257019042969,1570.33703613281,910.719970703125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,534.64697265625,448.457000732422,603.421020507812,449.809997558594,742.971984863281,451.218994140625,840.2919921875,484.77099609375,872.848999023438,495.5830078125
