scorer,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000,DLC_resnet50_demoSchoolJul1shuffle1_100000
48,163.5232,201.1555,0.9864,139.4862,200.6899,0.9869,115.6259,199.6482,0.9662,91.4908,198.1377,0.9976,55.6478,197.4408,0.9727,123.4160,262.2366,0.9514,99.6234,261.4551,0.9905,75.8565,259.6439,0.9943,51.9949,256.9698,0.9899,15.7763,255.8085,0.9890,103.7892,151.8522,0.9540,79.9619,151.0913,0.9542,55.5748,149.9469,0.9656,31.7742,148.2531,0.9852,-4.2888,147.6580,0.9752
49,164.6304,200.9780,0.9504,140.5921,200.6203,0.9987,116.7791,199.9421,0.9883,92.8093,198.2749,0.9964,57.0416,197.4306,0.9966,124.7110,261.9381,0.9688,100.6736,261.4218,0.9539,76.8285,259.7679,0.9708,52.6748,257.6749,0.9887,17.0147,255.3867,0.9808,104.8223,151.3633,0.9638,80.6068,151.3510,0.9802,56.8687,150.2883,0.9956,32.8931,148.3793,0.9929,-3.2885,147.3882,0.9553
50,165.9739,200.9047,0.9514,141.9199,200.7472,0.9902,117.9717,200.4953,0.9941,93.7545,198.6225,0.9581,57.9673,196.7747,0.9862,125.8617,261.8328,0.9728,102.2643,261.1497,0.9980,77.8817,260.1771,0.9866,54.0112,257.9188,0.9907,18.3569,255.1781,0.9552,106.1123,151.6665,0.9801,82.0361,150.9622,0.9646,57.8824,150.7460,0.9558,34.1616,148.7365,0.9762,-1.7146,147.0621,0.9879
51,167.3663,200.5281,0.9832,143.0745,200.4694,0.9916,118.8910,200.5172,0.9555,95.2497,198.8869,0.9618,59.2152,196.6861,0.9815,127.4700,261.9716,0.9507,103.0658,261.0886,0.9567,79.4198,260.2526,0.9796,55.1371,258.0883,0.9839,19.3003,254.5777,0.9871,107.1906,151.0474,0.9611,83.1939,150.7332,0.9544,59.5358,150.6577,0.9553,35.3779,149.0136,0.9600,-0.6074,146.6766,0.9604
52,168.4266,200.6039,0.9879,144.2542,200.1794,0.9644,120.1675,200.2970,0.9753,96.3362,199.2177,0.9684,60.5336,196.8088,0.9519,128.4638,261.5451,0.9782,104.2227,260.6920,0.9887,80.4731,260.3890,0.9575,56.6028,258.4698,0.9916,20.8715,254.7300,0.9600,108.4210,150.9165,0.9706,83.9700,150.5594,0.9737,60.6589,151.0376,0.9507,36.4339,149.5118,0.9860,0.6795,146.5045,0.9587
53,169.6584,200.2546,0.9533,145.7023,200.0423,0.9927,121.5683,200.3933,0.9909,97.5441,199.2574,0.9954,61.4360,196.6456,0.9967,129.3980,261.1422,0.9648,105.6055,260.5238,0.9849,81.7017,259.9761,0.9572,57.7224,258.8070,0.9591,21.8366,254.7971,0.9715,109.7599,150.7906,0.9940,85.8011,150.6462,0.9984,61.5217,150.6899,0.9601,37.5590,149.8952,0.9973,1.6395,146.5202,0.9764
54,170.9709,200.3097,0.9542,146.8850,199.8529,0.9588,122.9477,200.2107,0.9964,98.8653,199.7806,0.9917,62.7640,196.5102,0.9644,130.8769,261.4368,0.9717,106.9526,260.4313,0.9923,82.8386,260.1513,0.9938,58.7152,259.0265,0.9780,22.6875,255.1964,0.9615,110.9721,150.6700,0.9602,86.8750,150.1909,0.9750,62.5324,150.6523,0.9649,39.0106,150.4243,0.9677,3.0799,147.0361,0.9847
55,172.0734,200.1621,0.9995,147.9141,199.6155,0.9879,123.9059,199.8922,0.9962,100.1382,199.9307,0.9950,64.1319,197.0017,0.9640,132.0285,261.3838,0.9714,108.0245,260.0915,0.9675,84.0938,259.7196,0.9901,60.1268,259.2301,0.9549,24.3654,255.3244,0.9686,111.9507,150.3146,0.9504,88.0933,150.2352,0.9940,64.3613,150.3237,0.9762,39.7787,150.3840,0.9666,3.9888,147.6634,0.9531
56,173.6668,200.0677,0.9687,149.0903,199.4720,0.9960,125.3707,199.4886,0.9747,101.1368,199.7828,0.9955,65.2169,197.5675,0.9972,133.2034,260.8158,0.9835,109.4007,260.1074,0.9873,85.1454,259.7741,0.9794,61.0785,259.3592,0.9956,25.3255,256.0900,0.9600,113.1537,150.7303,0.9870,89.1046,150.4275,0.9724,65.3758,150.1691,0.9500,41.0239,150.2455,0.9786,5.3507,147.6813,0.9636
57,174.5507,200.2224,0.9629,150.3938,199.3498,0.9908,126.3024,199.5058,0.9520,102.3093,200.0256,0.9550,66.7022,197.7062,0.9858,134.6854,261.2721,0.9872,110.7933,259.7857,0.9769,86.4286,259.3396,0.9675,62.3518,259.2898,0.9571,26.4433,256.0830,0.9906,114.0866,150.7576,0.9527,90.4573,149.9989,0.9820,66.5413,149.9287,0.9534,42.5333,150.3034,0.9763,6.3754,148.1109,0.9576
58,175.5670,200.2750,0.9573,151.6488,199.4207,0.9540,127.6279,199.1398,0.9531,103.8554,199.5499,0.9693,67.7006,198.2016,0.9809,135.6444,261.2635,0.9536,111.5279,260.0327,0.9737,88.0085,259.0538,0.9848,63.7149,259.0694,0.9750,27.4014,256.6910,0.9947,115.7337,150.6751,0.9693,91.6009,149.5532,0.9935,67.9482,149.6863,0.9561,43.4996,150.0623,0.9554,7.5798,148.8125,0.9920
59,176.7515,200.5141,0.9749,152.6724,199.2200,0.9929,128.9853,198.7345,0.9771,104.7479,199.0889,0.9732,68.7835,198.6910,0.9898,136.8586,261.1119,0.9739,112.7087,259.9783,0.9584,88.7600,259.0053,0.9929,64.6427,258.8715,0.9598,29.0362,257.3112,0.9586,117.0120,150.6150,0.9750,92.8246,149.8536,0.9591,68.7011,149.2401,0.9582,44.8122,150.0216,0.9904,8.6811,149.1925,0.9948
60,178.1730,200.6851,0.9763,154.0352,199.6433,0.9649,130.1622,198.6237,0.9891,106.1322,198.7654,0.9713,70.0040,198.8796,0.9751,137.9973,261.7588,0.9719,114.1052,260.2998,0.9733,90.2023,258.3532,0.9655,65.9094,258.4863,0.9596,30.0373,257.7033,0.9582,117.9714,150.7683,0.9563,93.7698,149.9979,0.9585,70.0892,149.5099,0.9908,46.0177,149.7091,0.9638,10.0157,149.6494,0.9667
61,179.4221,200.8287,0.9629,154.8392,199.5670,0.9595,131.2758,198.3711,0.9679,107.1137,198.7306,0.9617,71.1054,199.1726,0.9607,139.1815,261.7780,0.9710,114.9811,259.8988,0.9870,91.3409,258.8024,0.9700,67.1846,258.1447,0.9969,31.2057,258.1130,0.9593,119.1162,151.0354,0.9501,95.1208,150.0081,0.9544,71.1749,149.1150,0.9563,47.3219,149.5302,0.9755,11.3348,149.9166,0.9927
62,180.6300,200.9794,0.9988,156.2176,199.6912,0.9966,132.3135,198.5458,0.9648,108.5730,198.3587,0.9594,72.1889,198.9521,0.9886,140.5065,262.0822,0.9503,116.7660,260.2772,0.9874,92.5604,258.5714,0.9666,68.4144,258.1346,0.9706,32.2865,257.8610,0.9690,120.2366,151.6082,0.9845,96.6503,150.0405,0.9640,72.2379,149.0623,0.9993,48.3732,149.2015,0.9526,12.2924,150.0778,0.9644
63,181.7264,201.1473,0.9787,157.7801,200.1028,0.9817,133.6221,198.5278,0.9569,109.8350,198.2296,0.9619,73.3826,198.9193,0.9716,141.6242,262.3138,0.9651,117.5744,260.5669,0.9654,93.6461,258.5776,0.9569,69.4016,257.3784,0.9568,33.6461,257.5874,0.9945,121.5844,151.2650,0.9517,97.6695,150.3545,0.9911,73.5455,149.1701,0.9583,49.7208,148.6193,0.9693,13.6564,149.8915,0.9711
64,182.5739,201.2021,0.9514,158.9167,200.5529,0.9881,134.8281,198.6526,0.9799,110.8152,197.6014,0.9612,74.7263,198.7620,0.9504,142.9635,262.4155,0.9780,118.9466,260.8327,0.9586,94.8849,258.7769,0.9546,70.8121,257.4500,0.9521,34.6875,257.4892,0.9836,122.7208,151.4861,0.9837,98.9424,151.0629,0.9759,74.9203,149.3732,0.9954,50.6689,148.3353,0.9757,14.9137,149.8377,0.9957
65,183.7680,201.6485,0.9612,159.9469,200.4577,0.9796,136.0859,198.8162,0.9792,112.0105,197.3845,0.9635,75.9477,198.4661,0.9728,143.9135,261.9443,0.9735,119.9713,261.4007,0.9615,95.9981,259.1311,0.9535,72.1570,256.9778,0.9996,36.0734,257.1699,0.9822,124.2266,151.4736,0.9967,99.8102,151.0436,0.9514,76.3052,149.7881,0.9631,51.9867,148.3714,0.9876,16.0830,149.4927,0.9868
66,185.0882,201.3705,0.9724,161.0812,200.4346,0.9962,137.2795,199.1691,0.9982,113.3119,197.3916,0.9619,77.3676,198.0711,0.9635,145.3131,262.2517,0.9520,120.9828,261.1967,0.9993,97.4461,259.1967,0.9697,73.2075,257.2372,0.9974,37.4591,256.9967,0.9603,125.3099,151.5826,0.9579,101.5254,151.3955,0.9752,77.2899,149.6905,0.9660,53.1847,148.4604,0.9730,17.0762,148.9754,0.9984
67,186.5162,201.2966,0.9869,162.2580,200.5568,0.9962,138.6748,199.5048,0.9647,114.4573,197.3783,0.9994,78.5807,197.6818,0.9762,146.3437,262.5828,0.9819,122.5264,261.2686,0.9914,98.7699,259.5835,0.9643,74.5062,257.3542,0.9959,38.5293,256.5158,0.9844,126.3908,151.2710,0.9847,102.1274,151.2237,0.9663,78.3648,150.0787,0.9654,54.4359,148.5019,0.9840,18.6090,148.6257,0.9958
68,187.4250,201.1847,0.9819,163.6595,200.7257,0.9880,139.7158,199.5955,0.9569,115.7695,197.8284,0.9684,79.7464,197.0662,0.9970,147.5299,262.0836,0.9661,123.3980,261.4499,0.9976,99.6521,259.8264,0.9538,75.6838,257.2820,0.9550,39.8092,256.1638,0.9875,127.6233,151.3827,0.9708,103.5216,151.0681,0.9839,79.5627,150.3056,0.9984,55.7588,148.6055,0.9850,19.6149,148.2356,0.9965
69,188.6406,201.1028,0.9698,164.6624,200.8102,0.9567,140.9439,199.7274,0.9807,116.7842,197.9865,0.9974,80.9347,196.4581,0.9991,148.9905,261.9030,0.9604,124.6562,261.1327,0.9679,100.9912,259.9254,0.9784,77.0292,257.5735,0.9733,41.1377,255.6765,0.9964,128.8712,151.3059,0.9556,104.7522,151.0584,0.9908,80.5668,150.8906,0.9767,56.5188,148.8865,0.9899,20.9154,148.2377,0.9518
70,189.7636,200.9535,0.9986,166.0311,200.4772,0.9930,141.9489,200.0109,0.9905,118.1638,198.0392,0.9767,81.9794,196.0722,0.9716,149.9931,261.8537,0.9873,126.3148,261.1122,0.9793,101.9946,260.1462,0.9850,78.2763,258.0782,0.9664,42.2538,255.5044,0.9936,129.7691,150.9908,0.9804,106.0103,151.0676,0.9907,82.0889,150.7622,0.9670,58.0575,149.0964,0.9696,22.1677,147.6717,0.9837
71,191.1251,200.8206,0.9639,166.9985,200.6591,0.9647,143.6587,200.1593,0.9750,119.1691,198.4984,0.9620,83.4622,196.1054,0.9641,151.2655,261.9424,0.9500,127.0343,261.0606,0.9576,103.1738,260.4271,0.9506,79.0535,258.1949,0.9652,43.4439,255.2610,0.9510,131.4891,151.1297,0.9875,107.3702,150.9847,0.9610,83.2797,150.6977,0.9808,59.3078,149.6214,0.9579,23.2291,147.6006,0.9936
72,192.3077,200.6275,0.9697,168.4226,200.5098,0.9571,144.3274,200.5597,0.9510,120.0264,198.8019,0.9948,84.7433,195.7482,0.9838,152.1513,261.4801,0.9655,128.3751,260.4441,0.9989,104.4959,260.4818,0.9774,80.4570,258.6394,0.9849,44.7857,254.7988,0.9537,132.3813,150.4583,0.9603,108.3495,150.7248,0.9723,84.3335,150.9256,0.9516,60.2937,149.9819,0.9895,24.5639,147.3128,0.9796
73,193.6292,200.6034,0.9895,169.4772,200.1122,0.9798,145.5781,200.1628,0.9919,121.6364,199.0546,0.9908,85.6188,196.1597,0.9518,153.4882,261.2872,0.9604,130.0074,260.6317,0.9894,105.6226,260.3651,0.9562,81.5839,259.3085,0.9836,45.7261,255.0354,0.9566,133.7517,150.4649,0.9687,109.6706,150.5320,0.9725,85.6276,151.1049,0.9890,61.5758,150.5800,0.9700,25.8238,147.5837,0.9872
74,194.6597,200.5578,0.9762,170.9679,199.7087,0.9721,146.9818,200.1122,0.9686,122.9906,199.4043,0.9899,86.8878,195.8023,0.9998,154.9582,261.5081,0.9585,130.7174,260.3408,0.9580,106.8351,260.0309,0.9944,82.8919,259.3508,0.9591,46.9827,255.5161,0.9603,134.6245,150.3337,0.9957,110.8682,150.3056,0.9591,86.5356,150.7363,0.9882,62.8052,150.6870,0.9914,26.4928,147.9434,0.9612
75,196.0959,200.0950,0.9574,172.0282,199.5577,0.9793,148.1349,199.6780,0.9509,123.8167,199.6086,0.9594,87.8971,196.2636,0.9940,156.1260,261.3118,0.9595,131.9955,260.3555,0.9830,108.1552,260.0500,0.9955,84.1079,259.5652,0.9991,47.9714,255.7649,0.9561,136.0244,150.4985,0.9625,111.9071,150.0316,0.9801,88.0702,150.6525,0.9770,63.9782,150.6351,0.9645,28.1424,148.0852,0.9785
76,197.1358,200.4991,0.9981,172.8777,199.7955,0.9793,149.2597,199.4994,0.9812,125.1611,199.6902,0.9553,89.3197,196.7953,0.9511,157.3922,261.1445,0.9786,133.1208,259.9125,0.9712,109.1625,259.6129,0.9544,85.2456,259.6380,0.9906,49.3366,256.2093,0.9629,137.2978,150.1992,0.9578,113.4171,149.9295,0.9759,89.0452,150.3234,0.9657,65.0094,151.0647,0.9895,29.1639,148.5403,0.9584
77,198.1627,200.3430,0.9902,174.6179,199.3539,0.9563,150.4486,199.4262,0.9548,126.3291,199.5501,0.9555,90.4450,197.3441,0.9643,158.4701,261.3192,0.9947,134.4768,259.9119,0.9989,110.5612,259.3661,0.9840,86.4428,259.5409,0.9737,50.7588,256.4541,0.9811,138.2857,150.1193,0.9934,114.3608,150.1203,0.9659,90.4108,150.0764,0.9685,66.2854,150.6845,0.9842,30.1486,149.0462,0.9854
78,199.5158,200.4992,0.9638,175.5508,199.1570,0.9768,151.8016,198.8520,0.9750,127.5062,199.4833,0.9769,91.5586,197.8268,0.9659,159.9546,261.1234,0.9963,135.6786,259.7333,0.9743,111.3904,259.0176,0.9892,87.5803,259.2902,0.9690,51.7183,256.9744,0.9828,139.4072,150.2633,0.9943,115.5608,149.6023,0.9846,91.6832,149.8107,0.9543,67.6829,150.7609,0.9927,31.9409,149.7385,0.9773
79,200.7803,200.3000,0.9892,176.6052,199.3998,0.9789,152.9018,198.4845,0.9941,128.9153,199.3237,0.9747,92.7960,198.3000,0.9926,160.6338,261.2219,0.9783,136.6947,259.9413,0.9933,112.9448,259.0768,0.9934,88.9188,259.2677,0.9518,53.0297,257.7110,0.9555,140.6440,150.5380,0.9993,116.8401,149.6274,0.9795,92.7925,149.8045,0.9865,68.7328,150.3417,0.9601,32.7274,150.1181,0.9715
80,201.9538,200.7647,0.9599,178.0141,199.3396,0.9845,154.1182,198.7761,0.9855,129.9432,198.5929,0.9787,94.3799,198.3529,0.9858,161.9976,261.4261,0.9753,138.1962,260.0424,0.9600,114.2642,258.8686,0.9747,90.0141,258.8589,0.9926,54.3554,258.1437,0.9634,142.0437,150.6354,0.9828,118.1566,150.0016,0.9662,94.2599,149.3635,0.9605,70.2100,150.3974,0.9879,34.0195,150.3847,0.9604
81,203.1696,200.8437,0.9692,179.1829,199.8082,0.9672,155.2271,198.4774,0.9502,131.4038,198.3726,0.9911,95.5018,198.3159,0.9906,163.2183,261.7637,0.9617,139.0227,260.1011,0.9998,115.4785,258.4747,0.9657,91.2011,258.3583,0.9646,55.4464,258.2048,0.9548,143.3844,150.8222,0.9909,119.2284,150.1205,0.9609,95.1069,149.4761,0.9626,71.0851,149.9575,0.9748,34.9324,150.6397,0.9822
82,204.3706,200.9809,0.9750,180.5808,199.7569,0.9911,156.5757,198.4382,0.9953,132.5180,198.1312,0.9994,96.5612,198.3174,0.9801,164.4907,262.0791,0.9775,140.4304,260.4286,0.9848,116.6435,258.7415,0.9602,92.7229,258.0006,0.9721,56.3316,258.2283,0.9788,144.2595,151.1301,0.9778,120.3377,150.2485,0.9792,96.3852,149.1431,0.9577,72.5317,149.0843,0.9549,36.3715,151.2033,0.9561
83,205.6906,201.1805,0.9573,181.7237,200.2357,0.9510,157.5049,198.3110,0.9730,133.3661,197.5891,0.9751,97.6722,198.5731,0.9941,165.3316,262.0309,0.9888,141.5190,260.9511,0.9700,117.6925,258.7891,0.9819,93.5572,257.5673,0.9538,57.6365,258.3385,0.9712,145.5528,151.1198,0.9625,121.8084,150.2500,0.9575,97.7618,149.2553,0.9651,73.8244,149.1885,0.9590,37.2533,150.6090,0.9628
84,206.9337,201.6289,0.9731,183.0953,200.5390,0.9659,159.0763,198.6785,0.9673,134.8226,197.3838,0.9976,98.5513,198.0408,0.9531,166.8103,262.0647,0.9948,142.8241,260.7155,0.9565,118.7814,258.6180,0.9640,94.9046,257.6113,0.9777,58.6807,258.1008,0.9674,146.8578,151.1306,0.9648,122.9404,150.7370,0.9591,98.7531,149.5112,0.9657,74.7781,148.9976,0.9745,38.8705,150.7556,0.9754
85,207.9891,201.6784,0.9687,184.1714,200.4101,0.9859,160.0482,198.6466,0.9658,135.9493,197.3040,0.9661,99.9495,197.6509,0.9968,167.7477,262.4418,0.9934,143.9871,260.8755,0.9790,120.4585,259.3526,0.9806,96.2427,257.3967,0.9581,59.8713,257.6775,0.9561,148.2135,151.1662,0.9708,123.8816,150.7707,0.9969,99.8393,149.6649,0.9692,76.0432,148.8942,0.9718,39.8924,150.1554,0.9719
86,209.1727,201.6415,0.9926,185.1926,200.8133,0.9990,161.2188,198.8367,0.9557,137.0294,197.3281,0.9931,101.3499,197.1442,0.9572,169.4874,262.4398,0.9656,145.1048,261.1444,0.9909,121.4188,259.4394,0.9588,97.1989,256.9851,0.9751,61.2719,257.1851,0.9635,149.2927,151.1772,0.9941,125.0819,151.1525,0.9883,101.0396,149.9551,0.9985,77.4653,148.7357,0.9753,41.3794,149.8246,0.9939
87,210.6651,201.5712,0.9903,186.4920,200.8590,0.9618,162.5293,199.2878,0.9557,138.2887,197.0702,0.9553,102.5698,196.8227,0.9877,170.6354,262.4807,0.9826,146.2717,261.0230,0.9644,122.4852,259.5743,0.9585,98.4377,257.1888,0.9823,62.4817,256.7784,0.9630,150.2966,151.3385,0.9929,126.5245,151.1673,0.9721,102.2918,149.9925,0.9824,78.4135,148.7581,0.9998,42.1166,149.6254,0.9964
88,211.4928,201.1825,0.9532,187.3959,200.4914,0.9895,163.6076,199.3832,0.9540,139.6614,197.0552,0.9954,103.6426,196.2580,0.9909,171.5517,262.0920,0.9938,147.4896,261.4129,0.9872,123.9115,259.7183,0.9517,99.8258,257.5779,0.9756,63.7300,256.3681,0.9927,151.5519,151.4359,0.9868,128.1251,151.0923,0.9658,103.3292,150.2806,0.9523,79.8932,149.0621,0.9680,43.6230,148.7837,0.9883
89,212.7901,201.6050,0.9822,188.8855,200.6404,0.9659,164.4813,199.8971,0.9698,140.8791,197.6053,0.9979,105.2565,195.9882,0.9628,172.7105,262.0653,0.9696,148.6332,261.3964,0.9657,124.9767,260.2834,0.9889,100.8382,258.0004,0.9982,65.2269,256.1234,0.9593,152.7067,151.3135,0.9536,128.7529,151.5232,0.9587,104.7378,150.7910,0.9728,80.7815,149.4578,0.9801,44.6852,148.8534,0.9954
90,213.6206,201.0455,0.9600,189.9484,200.6086,0.9604,166.2204,199.9885,0.9838,141.8728,197.7758,0.9698,106.2282,195.7859,0.9797,174.0440,261.7980,0.9695,150.1131,261.2290,0.9697,126.0567,260.3932,0.9783,101.8598,258.2936,0.9752,66.1218,255.8042,0.9774,153.9464,150.6524,0.9676,130.1654,151.2362,0.9965,106.0198,151.1876,0.9750,82.0884,149.8284,0.9989,46.3286,148.4636,0.9916
91,215.5456,201.2081,0.9997,191.0855,200.8038,0.9839,167.3058,199.8865,0.9595,143.1261,198.2637,0.9539,107.5086,195.2070,0.9521,175.3278,261.8624,0.9595,151.1693,261.0861,0.9904,127.3225,260.5770,0.9887,103.3668,258.5360,0.9630,67.6185,255.7634,0.9908,155.0975,150.6030,0.9877,131.0610,150.8374,0.9994,107.1762,150.9928,0.9999,83.1889,150.2078,0.9774,47.0277,148.0244,0.9816
92,216.4428,200.9810,0.9664,192.6045,200.3959,0.9741,168.4542,200.1654,0.9585,144.4126,198.4793,0.9537,108.9302,195.2712,0.9813,176.0920,261.4718,0.9888,152.5701,260.5661,0.9513,128.4168,260.6930,0.9860,104.4202,258.7891,0.9598,68.5343,255.2621,0.9751,156.4681,150.5330,0.9601,132.5946,150.6429,0.9845,108.4244,151.0151,0.9955,84.2812,150.2453,0.9605,48.3584,148.5300,0.9673
93,217.7922,200.9813,0.9994,193.6646,199.9513,0.9850,169.5969,199.9951,0.9883,145.7299,198.7063,0.9639,109.8101,195.3892,0.9593,177.4933,261.2164,0.9542,153.9755,260.5295,0.9931,129.4490,260.7268,0.9560,105.3696,259.3458,0.9831,69.9452,255.5499,0.9643,157.5397,150.5553,0.9739,133.6348,150.3302,0.9704,109.4543,151.0621,0.9503,85.6721,150.7239,0.9704,49.7183,148.2348,0.9548
94,218.6556,200.5482,0.9990,195.0156,199.8337,0.9855,170.7019,199.9592,0.9999,146.8365,198.9515,0.9674,110.7017,195.4778,0.9840,178.9577,261.0476,0.9696,154.9779,260.5156,0.9848,130.6985,260.3555,0.9873,106.8677,259.5646,0.9705,70.9517,255.9992,0.9608,158.8756,150.2131,0.9788,134.5267,150.4081,0.9521,110.6699,151.2405,0.9743,86.5753,150.6281,0.9793,50.7103,148.5688,0.9678
95,220.0214,200.5950,0.9978,196.2850,199.6172,0.9503,171.8683,199.7688,0.9638,148.0675,199.0623,0.9561,112.3190,195.7234,0.9780,179.7437,261.0932,0.9935,156.1461,260.2423,0.9940,131.8282,260.1977,0.9769,108.0779,259.7255,0.9608,72.2523,255.9781,0.9921,159.8891,149.9494,0.9837,136.3095,150.2501,0.9580,112.2562,151.0105,0.9692,87.9580,151.3933,0.9812,52.0808,149.1381,0.9911
96,221.3765,200.7157,0.9837,197.1966,199.4638,0.9968,173.3619,199.2403,0.9898,149.3845,199.2500,0.9959,113.2600,196.3257,0.9752,180.9895,261.1857,0.9606,157.3753,260.2576,0.9604,133.1687,259.8161,0.9616,109.2740,259.5991,0.9516,73.3531,256.8556,0.9878,161.2505,150.2041,0.9792,137.3161,150.0283,0.9858,112.9867,151.0557,0.9857,89.3130,151.3094,0.9652,53.1546,149.5459,0.9697
97,222.4996,200.1849,0.9530,198.3026,199.5333,0.9915,174.5260,199.0652,0.9694,150.3207,199.3029,0.9959,114.5220,196.7048,0.9548,182.2713,261.1333,0.9509,158.5964,260.2212,0.9634,134.2003,259.7260,0.9599,110.3706,259.7388,0.9925,74.5025,257.0876,0.9938,162.2253,150.1870,0.9542,138.5020,149.7683,0.9780,114.4639,150.2045,0.9984,90.6187,151.2016,0.9640,54.3088,149.9883,0.9642
98,223.7377,200.3903,0.9906,199.7298,199.4907,0.9682,175.6922,198.7407,0.9899,151.3703,198.7160,0.9830,115.9194,197.1921,0.9880,183.7309,261.2755,0.9752,159.3414,259.9063,0.9724,135.5677,259.4037,0.9592,111.4461,259.5670,0.9882,75.3568,257.6174,0.9903,163.6692,150.2215,0.9865,139.5815,149.6867,0.9639,115.4263,150.0515,0.9529,91.7878,151.0735,0.9641,55.7236,150.4272,0.9867
99,224.8801,200.6777,0.9859,200.6770,199.3366,0.9826,176.7791,198.6463,0.9962,152.8971,198.8904,0.9868,116.9717,197.4533,0.9726,184.6541,261.3556,0.9559,161.1424,260.1259,0.9944,136.9258,259.1673,0.9966,112.6886,259.4728,0.9779,76.8965,257.9600,0.9939,164.8729,150.3174,0.9722,140.6937,149.9536,0.9666,116.8208,149.8588,0.9853,92.6180,150.7086,0.9579,57.1333,150.9900,0.9615
100,225.9550,200.8395,0.9908,201.9575,199.7273,0.9502,178.1534,198.4187,0.9982,153.9048,198.4047,0.9838,117.9884,197.7844,0.9881,186.1765,261.5334,0.9906,162.1126,259.9474,0.9784,137.7782,259.0314,0.9859,114.0195,259.3905,0.9917,78.2170,258.6355,0.9521,165.6992,150.3018,0.9530,142.0723,149.9581,0.9558,117.9919,149.5434,0.9941,93.8663,150.6292,0.9710,58.0542,151.3659,0.9520
101,227.3684,201.2808,0.9865,203.1710,199.4716,0.9941,179.3563,198.5139,0.9745,155.4657,197.9764,0.9904,119.3142,198.1147,0.9954,187.2152,261.6282,0.9830,163.1620,260.4810,0.9867,139.0583,258.7447,0.9717,115.5216,258.8954,0.9962,79.2669,258.4607,0.9574,167.2573,150.4065,0.9987,143.4869,150.3052,0.9866,119.4205,149.5293,0.9771,95.3094,150.3713,0.9970,59.2760,151.5537,0.9934
102,228.1739,201.4457,0.9724,204.5516,199.8382,0.9686,180.4156,198.2755,0.9832,156.3664,197.8131,0.9909,120.7126,198.0412,0.9526,188.3638,261.7473,0.9689,164.3878,260.6227,0.9778,140.5494,258.7871,0.9505,116.5427,258.2303,0.9850,80.3466,258.5156,0.9579,168.3660,150.8601,0.9954,144.3531,150.1193,0.9828,120.4629,149.5943,0.9773,96.3513,150.0851,0.9559,60.4096,151.4842,0.9934
103,229.6482,201.6595,0.9556,205.7144,200.1771,0.9674,181.6488,198.0602,0.9750,157.5846,197.3551,0.9679,121.7596,197.9493,0.9589,189.5321,262.0500,0.9675,165.5128,260.5009,0.9522,141.4627,258.8361,0.9858,117.4905,258.1171,0.9941,81.5724,258.6931,0.9650,169.4531,151.1176,0.9901,145.5120,150.4764,0.9608,121.4967,149.6478,0.9821,97.8001,149.6916,0.9907,61.6166,151.9376,0.9929
