pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y,pt3_cam1_X,pt3_cam1_Y,pt3_cam2_X,pt3_cam2_Y,pt4_cam1_X,pt4_cam1_Y,pt4_cam2_X,pt4_cam2_Y,pt5_cam1_X,pt5_cam1_Y,pt5_cam2_X,pt5_cam2_Y,pt6_cam1_X,pt6_cam1_Y,pt6_cam2_X,pt6_cam2_Y,pt7_cam1_X,pt7_cam1_Y,pt7_cam2_X,pt7_cam2_Y,pt8_cam1_X,pt8_cam1_Y,pt8_cam2_X,pt8_cam2_Y,pt9_cam1_X,pt9_cam1_Y,pt9_cam2_X,pt9_cam2_Y,pt10_cam1_X,pt10_cam1_Y,pt10_cam2_X,pt10_cam2_Y,pt11_cam1_X,pt11_cam1_Y,pt11_cam2_X,pt11_cam2_Y,pt12_cam1_X,pt12_cam1_Y,pt12_cam2_X,pt12_cam2_Y
348.9446,429.3027,348.9505,429.2977,354.6116,451.0069,354.4810,441.0513,178.9613,399.3085,178.6981,399.3538,79.0114,399.2225,79.1042,399.2639,393.9810,389.5183,394.0123,389.1815,249.0616,414.3356,248.9504,414.6010,243.8266,439.1766,243.8988,439.2293,209.0128,407.3282,208.9362,407.0860,204.1304,434.3140,204.1856,434.0383,228.7138,359.2593,228.8529,359.5127,393.9291,409.2253,393.8393,409.1503,355.4378,374.0313,355.5085,383.5270
349.3316,429.4023,348.9349,429.1888,353.6273,450.1046,353.4200,438.7982,178.5038,399.4282,178.6470,399.4774,78.7311,399.4418,78.6794,399.4940,393.7530,389.3677,393.6709,389.4841,248.8207,414.8341,249.0148,414.2079,243.7875,439.3879,243.6830,439.2584,208.4794,407.6181,209.0998,407.6295,203.7792,434.6402,203.7589,434.4250,228.7171,359.6202,228.9631,359.4351,393.7091,409.4719,393.9965,409.3341,356.5089,374.7134,356.7339,386.4802
348.8002,429.6181,348.5551,429.5983,352.4978,449.4599,352.7331,436.5462,178.5418,399.5460,178.5681,399.3941,78.7921,399.5869,78.6829,399.3848,393.6941,389.5951,393.5214,389.5004,248.6101,414.6362,248.7538,414.6330,243.5343,439.2892,243.6017,439.7557,208.3630,407.6531,208.5597,407.6310,203.5598,434.3459,203.6504,434.4971,228.6349,359.5812,228.7358,359.4421,393.7099,409.6178,393.5244,409.6447,357.4417,375.4767,357.4283,387.9857
348.3010,429.9282,348.7473,429.7576,352.3085,449.3719,352.3558,435.6681,178.4951,399.8778,178.5585,399.6549,78.4617,399.6543,78.5926,399.7995,393.4188,389.9025,393.6638,389.8323,248.5358,414.5809,248.7397,414.7335,243.6314,439.8047,243.6287,439.6108,208.7636,407.7221,208.3940,407.9872,203.6858,434.6004,203.5994,434.7461,228.7063,359.6172,228.4081,359.8784,393.5430,409.8102,393.6272,409.5535,357.9459,375.7495,357.7933,389.4058
348.3985,429.7129,348.5547,429.8140,351.7550,448.9470,351.9987,435.1336,178.5513,399.8800,178.6263,400.1318,78.6598,399.7513,78.2610,399.8786,393.5358,389.9954,393.3217,390.1876,248.2914,414.9801,248.3434,415.2757,243.5909,439.8839,243.6128,440.0102,208.4385,407.7283,208.5776,407.8736,203.6055,434.8737,203.4391,434.6995,228.5243,359.9853,228.1110,360.0209,393.3278,409.7233,393.3500,410.2142,358.0891,375.8195,357.9132,389.7712
348.4812,430.3682,348.5035,429.8966,352.2462,449.1520,351.9542,435.1847,178.5219,400.0218,178.3872,400.0518,78.5084,400.0806,78.5417,400.2674,393.3260,390.5380,393.4869,390.2259,248.2323,415.2695,248.4636,415.0937,243.4593,440.3428,243.6095,440.0440,208.6115,408.1936,208.4702,408.2151,203.2580,435.1434,203.6374,435.2439,228.6210,360.2018,228.5555,360.4255,393.6089,410.1286,393.6641,410.1598,358.0299,375.9515,357.8151,389.6843
348.4427,430.2442,348.7687,430.5736,352.4409,449.6465,352.5891,436.1426,178.4395,400.4593,178.2379,400.4350,78.6633,400.2638,78.3996,400.2753,393.8969,390.3856,393.5152,390.1024,248.7224,415.2342,248.5159,415.3901,243.6263,440.0530,243.6910,440.1110,208.4547,408.5939,208.6584,408.3753,203.3192,435.1911,203.6322,435.0649,228.4980,360.0477,228.4819,360.2289,393.4773,410.2067,393.2429,410.2953,357.6450,375.7573,357.6398,389.0755
348.7451,430.4777,348.8656,430.5325,353.0856,449.5299,352.8567,437.4378,178.8316,400.5285,178.5016,400.6713,78.7612,400.3673,78.8027,400.2765,393.7079,390.4571,393.6648,390.3564,248.4996,415.7368,248.8941,415.3039,243.5668,440.5770,243.4582,440.3321,208.5578,408.4950,208.6583,408.4831,203.4839,435.5061,203.6720,435.3903,228.5849,360.8154,228.6676,360.6857,393.5300,410.4356,393.8358,410.3580,356.9767,375.2902,356.9125,387.6020
348.7975,430.5127,348.8118,430.6250,353.9442,450.2901,353.9599,439.5276,178.8512,400.4816,178.8502,400.5018,79.1543,400.8945,79.0649,400.5535,393.6768,390.7118,393.7718,390.5595,248.8225,415.7658,248.5408,415.7046,244.0112,440.5008,243.5115,440.6100,208.8216,408.5882,209.1065,408.5351,203.8474,435.7185,203.7696,435.8648,228.9746,360.6211,229.1786,360.5510,393.9088,410.6291,394.0870,410.8518,356.1530,374.8025,356.1238,385.3544
349.1988,430.9642,348.9419,430.6692,354.9292,451.1580,354.7614,442.3196,178.9455,400.9405,178.8225,400.6644,79.3829,401.2149,79.1974,400.8362,394.0235,390.9145,393.7282,391.0179,248.9019,415.7426,248.9725,415.7193,243.8329,440.7359,244.2387,440.8973,208.8235,408.8594,209.0616,408.7064,203.3489,435.7424,204.0956,435.7167,229.0730,360.8016,228.9143,360.7710,394.1276,410.9355,393.7950,410.6295,354.9797,374.0335,355.3143,382.8069
349.3909,430.8758,349.1352,430.7582,355.8341,452.1964,356.0231,445.3198,179.2665,400.9582,179.6146,400.9164,79.2216,400.9307,79.4439,400.9340,394.4840,390.5285,394.4111,390.9182,249.1865,415.9366,249.4538,415.5516,244.4715,440.9992,243.9260,440.4985,209.4713,408.9435,209.3735,409.0066,204.3606,436.0322,204.0970,436.0621,229.2835,360.6762,229.0885,360.9054,394.2691,411.1717,394.1882,410.8637,353.9337,372.7260,354.0284,379.7400
349.5962,431.0111,349.5924,430.6745,357.4051,453.2650,357.2719,448.8048,179.3872,400.8128,179.4586,400.9840,79.6668,401.2199,79.9342,401.2578,394.5019,390.6128,394.4107,390.8266,249.6106,415.7889,249.6243,415.9755,244.3624,440.9075,244.4265,440.8753,209.4004,408.8867,209.4557,408.9831,204.4435,436.2604,204.3211,436.2197,229.4165,360.8310,229.4459,360.9653,394.3849,410.8803,394.6199,411.1167,352.3426,371.7969,352.2425,376.2919
349.7449,431.1101,349.9577,431.0563,358.8691,454.4011,359.0127,452.6110,180.0131,400.9780,179.6975,400.9149,79.9141,401.1492,79.8895,400.9136,395.1591,390.6325,394.9254,390.9911,249.7284,416.1510,250.0410,415.8783,244.6846,441.1303,244.8976,440.7863,209.6659,408.9324,209.8664,409.0365,204.7812,436.1314,205.0697,436.1389,229.6617,361.0673,229.7392,361.1283,394.6595,410.7222,395.0628,411.1773,350.8663,370.7943,350.9889,372.3807
350.1126,430.9560,349.9599,431.0353,360.2339,455.6406,360.5135,456.7683,180.2369,400.8678,180.0692,401.1653,79.9941,400.8275,80.1129,400.9579,395.2164,391.0365,395.3607,391.1116,250.0801,415.9826,250.0959,415.9573,245.2702,441.0068,245.1368,440.7655,209.9843,408.9846,209.8893,409.1992,205.0328,435.9878,205.0697,435.8686,229.9246,360.9866,230.1921,360.9898,395.2343,410.7082,395.0878,411.1479,349.5986,369.5719,349.4834,368.6882
350.5419,430.9472,350.2148,431.0284,362.0185,456.7101,362.0991,459.7430,180.4204,400.9976,180.0435,400.9554,80.2650,400.8513,80.5163,401.0086,395.4907,391.1738,395.5551,391.0700,250.4690,415.8968,250.5126,415.9098,245.7309,441.0143,245.5662,440.7827,210.3752,408.9670,210.4252,408.9796,205.3929,435.9734,205.5522,436.0103,230.5783,361.2588,230.3372,360.8796,395.4462,410.9467,395.1615,410.8081,348.1058,368.3415,348.1956,364.8586
350.4832,430.7818,350.6647,430.8191,363.4969,457.6789,363.3059,463.3975,180.5991,400.7716,180.6241,400.9426,80.4560,400.7215,80.5807,400.7126,395.6158,390.9864,395.5185,391.0677,250.7024,415.9692,250.8417,415.8511,245.7751,440.6808,245.9131,440.9500,210.9395,408.6905,210.7343,408.8058,205.6688,436.0446,205.9453,435.7574,230.3423,360.8868,230.7217,361.1728,395.8930,410.9702,395.3756,410.9829,346.5719,367.5048,346.3188,361.6314
350.9528,430.9097,350.7933,430.9808,364.6270,458.7322,364.7925,466.5655,181.0185,400.7057,181.0702,400.9115,80.7426,400.6254,80.6684,400.9240,395.7495,390.8142,395.7950,390.7789,250.9655,415.6829,250.9127,415.7641,245.9063,440.5873,246.0065,440.7607,210.9442,408.8208,210.7956,409.1024,206.0033,435.8196,205.9479,435.8158,231.0944,360.7801,230.6894,360.8612,396.0615,410.9241,395.7272,410.7823,345.3646,366.5088,345.4225,358.1136
350.9906,430.5986,351.2461,430.7195,365.8840,459.4104,365.6405,469.4217,181.0472,400.4095,181.0668,400.7720,81.0471,400.5599,81.1859,400.7924,395.8969,390.7487,396.2523,390.9193,250.9335,415.8201,250.8164,415.5197,246.0228,440.5855,246.0641,440.8716,211.2920,408.6996,211.0098,408.8715,205.9911,435.5348,206.1825,435.4880,231.1798,360.4014,230.7060,360.4743,396.0343,410.5379,396.2709,410.6734,343.9886,365.4806,344.2496,355.4198
351.2987,430.4696,351.0957,430.4899,366.8844,460.4155,366.6599,471.8265,181.4431,400.1415,181.3603,400.5298,81.1117,400.6662,81.2570,400.4126,396.2907,390.6588,396.0862,390.4162,251.4026,415.5463,251.2068,415.6647,245.9745,440.4737,246.3873,440.7156,211.2404,408.7277,211.0223,408.6222,206.4586,435.5097,206.4083,435.4370,231.4677,360.2829,231.3500,360.5294,396.1810,410.5374,396.3422,410.6535,343.5908,364.9188,343.0257,353.3294
351.2083,430.4088,351.6545,430.4875,367.5166,460.6540,367.3690,473.7813,181.5492,400.6048,181.4746,400.7740,81.1475,400.3672,81.4239,400.5063,396.2882,390.3779,396.4450,390.1555,251.4737,415.4770,251.3620,415.2490,246.2734,440.2095,246.6433,440.4927,211.3874,408.5127,211.2411,408.5513,206.4254,435.5503,206.2364,435.4704,231.4411,360.3769,231.2691,360.4017,396.4618,410.4338,396.3373,410.3819,342.4027,364.3939,342.8544,351.5772
351.4545,430.1601,351.5759,430.4923,367.8647,461.1139,367.9648,474.5129,181.6382,400.1572,181.5433,400.3199,81.6182,400.3394,81.5296,400.0061,396.6404,390.0265,396.7918,390.1671,251.2490,415.3032,251.6916,415.2396,246.6365,440.0628,246.4032,440.3912,211.3773,408.2911,211.2122,408.1126,206.6997,435.2951,206.3578,435.0657,231.5620,360.1673,231.4967,360.1578,396.4032,410.1618,396.2989,410.1719,342.2153,364.1058,342.0375,350.1513
351.5003,430.0096,351.3771,429.9021,367.8273,460.9570,368.0274,474.7401,181.3089,399.9438,181.4506,399.9593,81.6200,400.3236,81.6052,400.1119,396.6886,390.3743,396.3420,389.9446,251.5885,415.1400,251.5590,415.2797,246.4360,439.8668,246.5641,440.2593,211.7733,408.2819,211.4834,407.5976,206.6083,434.9690,206.6228,434.9827,231.5337,359.9643,231.5105,359.9745,396.4379,410.2687,396.5684,409.8779,341.9039,363.9625,342.1409,349.8147
351.4163,429.8935,351.6109,429.5759,367.7149,461.0407,368.0209,474.5005,181.6381,399.7092,181.2895,400.0908,81.4367,399.5995,81.3220,399.8887,396.7254,389.9588,396.7671,389.9910,251.2914,414.5591,251.5737,415.0182,246.4253,439.8278,246.5691,439.8561,211.4736,407.7483,211.3182,407.6957,206.5153,434.8889,206.5211,435.0343,231.4105,359.5369,231.3988,360.2024,396.3910,409.7072,396.8074,409.6550,342.2366,364.2310,342.1375,350.3442
351.4992,429.5052,351.2395,429.5980,367.7629,460.4625,367.3365,473.6662,181.2714,399.4097,181.4301,399.6103,81.2861,399.6393,81.2577,399.4536,396.2119,389.4773,396.4487,389.5968,251.2048,414.5739,251.3685,414.6910,246.3788,439.3880,246.4056,439.6299,211.3828,407.7312,211.4563,407.6634,206.5638,434.9168,206.2954,434.7625,231.7827,359.5481,231.4891,359.5549,396.2519,409.7333,396.2941,409.7190,342.7243,364.4461,342.4543,351.2423
351.2753,429.5422,351.2526,429.5456,366.7462,460.0841,366.5139,471.8316,181.3275,399.4637,181.1988,399.6473,81.2444,399.6930,81.4201,399.2089,396.4483,389.3258,395.9336,389.6388,251.1871,414.5478,251.3269,414.5756,246.3157,439.5344,246.2340,439.4639,211.2783,407.5498,211.4612,407.4677,206.1262,434.2779,206.3859,434.4307,231.0112,359.3615,231.1149,359.5071,396.3619,409.2733,396.0024,409.5507,343.4731,364.8239,343.2811,353.1722
350.9367,429.2638,351.1351,429.2679,365.7504,459.1880,366.0395,469.2342,181.1830,399.3108,180.7344,399.2742,80.7068,399.5136,81.2338,399.0436,396.0274,389.2249,396.3132,389.3043,251.3445,414.4466,250.9269,414.2252,246.2316,439.0186,246.0412,439.2669,211.0359,407.3370,210.9036,407.2909,206.1497,434.4099,206.0563,434.1794,231.1936,359.4103,231.3128,359.3561,395.8192,409.1553,395.9607,409.4067,344.4302,365.7093,344.2767,355.3785
350.7871,429.0332,350.9624,429.3436,364.9855,458.4585,364.6494,466.6055,181.1248,399.2551,181.0175,399.2761,81.0156,399.1121,80.9524,399.1632,395.8772,389.1361,395.8470,388.8577,250.8658,414.3344,250.6842,414.2466,246.1005,438.9885,245.7607,438.9081,210.9274,407.4712,210.9500,407.2415,206.1474,434.2234,205.7337,434.1993,231.0014,359.1763,230.8759,359.2547,395.8467,409.2529,395.9810,409.2775,345.5996,366.3057,345.2590,358.1863
350.5116,428.8847,350.6055,429.3172,363.6149,457.7033,363.5671,463.5911,180.5137,399.1399,180.7203,399.0416,80.4791,398.9104,80.5682,398.7842,395.7458,389.0886,395.5733,388.8833,250.5108,413.9773,250.7641,413.9791,245.6795,439.1565,245.5472,439.1787,210.6862,407.0572,210.5667,407.1556,205.5475,434.0565,205.6346,434.2140,230.5092,358.9853,230.3956,359.0423,395.9192,409.1506,395.6426,408.9966,346.7043,367.6076,346.7513,361.4646
350.2287,429.1482,350.5541,428.9652,362.1215,456.3120,362.1169,459.9878,180.5978,398.9193,180.8110,399.1616,80.1233,399.0358,80.3942,399.3358,395.3429,388.8949,395.3277,388.8873,250.3592,413.7696,250.3205,414.0949,245.2758,439.0322,245.5912,438.8626,210.3362,407.1235,210.2965,407.1827,205.1591,433.9536,205.4406,434.0941,230.3822,359.0111,230.3302,359.1730,395.3499,408.9294,395.1915,409.0152,347.7945,368.4055,348.0162,364.8629
350.3662,429.2333,349.9648,428.7074,360.6905,455.3249,360.6133,456.3176,179.9164,399.2383,180.1290,399.2356,80.1778,399.0840,79.8794,398.9885,395.0380,388.5741,395.1165,388.7237,250.0158,414.0076,250.0184,413.8409,245.3043,439.1604,245.0019,439.0887,210.2391,406.8830,210.2144,406.6627,205.0016,434.0265,205.0860,434.1623,230.1287,358.9078,230.0633,358.9164,395.3180,409.2099,395.2074,408.9513,349.4530,369.5961,349.3834,368.8417
349.9945,429.0229,349.6608,429.0133,359.0237,454.2748,359.1894,452.4920,179.9101,398.9717,179.8457,398.9912,79.6631,398.9285,79.8275,399.1392,394.6221,388.9352,394.8691,389.1257,249.8941,414.0207,250.0271,413.9395,244.9145,439.1647,244.6168,439.2678,209.9381,407.0725,209.5719,407.0212,204.9403,433.9694,204.8411,433.9043,229.5700,359.0954,229.7871,358.9711,394.5977,409.1793,394.6918,408.9877,350.8865,370.6512,351.1392,372.7404
349.4400,429.0397,349.5888,429.2404,357.3892,453.0623,357.1671,448.8746,179.5493,399.0959,179.6091,399.2473,79.4538,399.1277,79.4488,399.2304,394.1959,388.9421,394.4088,389.0609,249.7013,414.2720,249.2247,414.1429,244.4365,439.0258,244.4969,438.9594,209.5535,406.5158,209.7023,406.9061,204.5228,434.0237,204.5356,433.7224,229.7373,359.1706,229.5504,359.2621,394.8899,409.5657,394.4361,409.0269,352.4140,371.8908,352.4281,375.9509
349.3833,429.2551,349.2509,429.2297,356.1926,452.1379,356.3231,445.3822,179.4865,399.3430,179.2049,399.1142,79.3576,399.1785,79.1941,399.1635,394.0149,389.0397,394.3576,388.9725,249.2333,414.0693,248.9789,414.0397,244.4306,439.1142,244.3984,439.2213,209.3634,407.2583,209.2921,407.3573,204.4216,434.3696,204.4040,434.0312,229.0152,359.0813,229.4223,359.2959,394.2176,408.8115,394.0526,409.0298,353.7135,372.8295,353.7073,379.7656
348.9544,429.1823,349.0956,429.2080,355.0450,451.3995,354.8365,441.9166,179.1898,399.2998,178.9718,399.1023,79.1332,399.6109,79.2213,399.2825,394.2490,389.4488,394.1097,389.1290,248.9188,414.0378,249.0562,414.2954,244.1778,439.3732,244.2045,439.2577,209.4420,407.1290,209.0743,407.2908,203.9445,434.1991,204.1061,434.1042,229.0070,359.2372,228.9462,359.0243,394.1118,409.0415,394.2261,409.3790,355.1196,373.9436,355.2528,382.6789
348.9290,429.3256,348.5720,429.3351,353.8149,450.3719,353.9057,439.6011,178.8607,399.3058,178.9637,399.1767,79.0385,399.3103,78.7782,399.4046,394.0301,389.3567,393.7458,389.4168,248.9550,414.3600,248.7290,414.3374,243.8548,439.2737,243.7302,439.5043,209.2544,407.2455,208.8968,407.3526,204.0372,434.5817,203.8058,434.3202,228.6436,359.5199,228.7963,359.4147,393.9502,409.4124,393.4133,409.5300,356.1687,374.5113,356.0781,385.8395
348.4950,429.6073,348.6432,429.7231,352.8686,449.5590,352.7687,437.2308,178.6912,399.5004,178.6873,399.5477,78.4928,399.6928,79.1687,399.6651,393.8697,389.6561,393.3226,389.6408,248.5629,414.6886,248.5973,414.5885,243.4125,439.5984,243.8120,439.3945,208.4993,407.6390,208.9675,407.5125,203.6869,434.3090,203.5917,434.5742,228.9605,359.4893,228.7830,359.7043,393.7689,409.5993,393.6618,409.3845,356.8653,375.2716,356.9419,387.4336
348.7113,429.5426,348.5817,429.6347,352.3951,449.3995,352.4646,435.9963,178.6188,399.9625,178.5252,399.4739,78.0995,399.7906,78.4088,399.8163,393.7396,389.4378,393.5241,389.3420,248.4534,414.5446,248.5914,414.6385,243.7333,439.5418,243.9552,439.6478,208.5666,407.7549,208.4127,407.9842,203.3854,434.8634,203.6135,434.7585,228.4592,359.7277,228.7828,359.7375,393.3144,409.7882,393.5751,409.3678,357.6812,375.8568,357.6343,388.6748
348.6605,429.9372,348.2307,430.3010,352.1352,448.8700,351.9220,435.2370,178.5210,399.7577,178.5332,399.9934,78.2041,399.8113,78.5466,399.8226,393.2019,389.9522,393.4935,389.8617,248.3012,414.8740,248.1186,414.9307,243.8111,439.8993,243.2798,440.1259,208.4255,407.8431,208.7588,408.0815,203.7522,434.9450,203.6054,434.8168,228.4366,360.1574,228.5848,359.8628,393.6047,409.8753,393.6846,409.9607,357.9672,375.9673,358.1916,389.6076
348.6121,430.2106,348.8366,429.9611,351.7774,449.0753,351.8436,434.9193,178.4105,400.0704,178.4058,400.1173,78.1973,399.9310,78.5599,400.3813,393.5221,390.0492,393.5368,389.9776,248.4728,414.9786,248.5152,415.0779,243.4403,440.1152,243.4808,440.2337,208.4425,408.2364,208.6491,408.1040,203.5652,434.8718,203.2580,435.0442,228.5020,360.2926,228.3379,359.9277,393.6990,410.0193,393.5642,409.9928,357.7931,376.1251,357.7390,389.8229
348.6847,429.9596,348.9272,430.3639,352.3624,449.4518,352.4713,435.4923,178.5715,400.0100,178.6271,400.2470,78.2834,400.1610,78.4817,400.1884,393.5341,390.1147,393.4610,390.2037,248.6479,415.1764,248.5651,415.3654,243.6329,440.2925,243.3050,440.1826,208.8833,408.3263,208.6632,408.1745,203.5252,435.3289,203.8115,435.2644,228.4442,360.4311,228.6199,360.2302,393.7279,410.2350,393.5597,410.0643,358.1173,375.6561,357.6329,389.2775
349.0142,430.2780,348.7118,430.3182,352.6495,449.6064,352.6364,436.8553,178.8543,400.6197,178.7484,400.5467,78.6962,400.4033,78.7012,400.5570,393.7023,390.7777,393.6668,390.2027,248.8460,415.5177,248.6934,415.6695,243.8531,440.3905,243.5415,440.3364,208.6588,408.3127,208.6637,408.3060,203.6136,435.3822,203.7568,435.6224,228.7075,360.6328,228.2804,360.4018,393.4856,410.2232,393.6244,410.3139,357.1112,375.2892,357.0928,388.1193
348.6679,430.4006,348.6906,430.5088,353.7925,450.2172,353.7523,438.6585,178.8745,400.5926,178.7456,400.4330,78.3628,400.7085,78.8422,400.3968,393.9231,390.6904,393.7951,390.5853,248.7723,415.6211,248.8388,415.6701,244.0110,440.6171,243.8189,440.8808,208.8383,408.5824,208.8280,408.5900,203.5411,435.4372,203.9349,435.7096,229.1356,360.7025,228.9172,360.3037,394.0747,410.8335,394.0797,410.5945,356.1464,374.7620,356.4020,386.1887
349.0666,430.8108,348.7801,430.7715,354.6001,451.0141,354.7892,441.2690,179.2002,400.4956,179.0277,400.8380,79.0631,400.8369,78.9088,400.6009,394.1282,390.6390,394.1361,390.7812,248.8588,415.6650,248.8424,416.1102,244.0803,440.9392,244.0634,440.6198,208.7829,408.4208,208.9456,408.6250,204.1075,435.7847,203.8042,435.6966,228.8724,360.9742,228.8946,360.7822,394.2635,410.2967,394.1058,410.6597,355.6379,374.1690,355.3307,383.5864
349.3779,431.1072,349.2131,430.8168,355.8111,451.8624,355.7270,444.2167,179.2506,400.8582,179.0671,400.6864,79.1614,400.6015,79.1522,400.8559,394.1920,390.8224,394.1435,391.2062,249.3683,415.7283,249.2300,415.8273,244.1895,440.8207,244.1865,440.9369,209.2218,408.9812,209.1669,408.9820,204.4401,435.7774,204.2722,435.8323,229.2227,361.1211,229.4147,360.7787,394.1492,410.7882,394.3012,410.9054,354.2753,373.1041,354.2686,380.5211
349.3710,431.0787,349.6487,430.8021,356.9926,452.7576,356.8747,447.9004,179.4861,400.8535,179.4164,400.7848,79.3561,401.1994,79.3788,400.9203,394.5808,391.0668,394.2400,391.1064,249.4953,416.0722,249.4340,416.1417,244.3463,440.7618,244.0569,441.0220,209.2828,408.7645,209.2748,408.8431,204.5298,436.0455,204.3653,436.1563,229.4356,360.7948,229.3371,361.1657,394.2757,411.0798,394.5291,410.9791,353.2404,372.2474,353.0411,377.2482
349.8531,430.7177,349.7758,430.9231,358.3528,453.8238,358.6028,451.0899,179.7416,400.8578,179.8225,400.8653,79.8876,401.0234,79.5403,400.9903,394.5603,390.8900,394.4935,391.1801,249.5442,415.9595,249.6909,416.0875,244.8162,440.7981,244.9469,440.8869,209.8658,408.8749,209.5744,409.2012,204.8606,436.1917,204.6701,435.9643,229.5823,360.9175,229.7667,361.0593,394.8511,410.9813,394.4334,410.8756,351.4240,370.8724,351.5443,373.9921
350.0179,430.9481,349.9920,430.9418,359.9511,455.0622,359.9421,455.1686,179.7833,400.6495,180.1051,401.0544,80.0454,400.6397,79.9246,400.9404,395.1359,390.9270,395.1758,391.0946,249.7835,416.0740,250.0030,416.1263,244.8488,441.0472,244.9352,441.0713,210.1927,408.8944,209.9991,408.9882,205.1691,436.1535,205.2416,435.9763,230.3151,360.9421,230.1257,361.0948,394.7322,410.9341,394.7786,411.0215,350.1168,369.9222,349.8793,369.8553
350.3493,430.9509,350.5293,430.9315,361.8596,456.0075,361.6772,458.7952,180.2506,401.0409,180.4418,400.7905,80.2534,400.9756,80.2949,400.9603,395.2274,390.8547,395.2285,390.9895,250.2026,416.1511,250.3327,415.9700,245.2318,440.9319,245.2823,440.9178,210.2907,408.8537,210.5692,409.3037,205.2600,435.9260,205.4260,436.0408,230.1613,361.0873,230.4327,360.9309,395.4161,411.1730,395.1011,411.0140,348.6290,368.9313,348.4554,366.5668
350.3470,431.2688,350.5423,430.7799,362.8546,457.1064,362.7374,462.7751,180.3227,400.7803,180.4308,401.1493,80.5348,401.0989,80.5319,400.9779,395.6953,390.9577,395.4642,390.8262,250.7276,415.7865,250.6475,415.8647,245.5900,440.6778,245.4743,441.0018,210.8377,408.9041,210.6808,408.9349,205.4236,436.1047,205.5821,435.8967,230.5545,360.8288,230.8348,360.9357,395.4179,411.0579,395.5501,410.7015,346.8037,367.7132,347.0629,362.7012
350.7204,430.7897,350.6285,430.8346,363.9677,458.1292,364.2813,465.7717,180.8173,400.7598,180.9884,400.6531,80.7554,400.8495,80.8539,400.9114,395.9475,390.9648,395.7364,390.8050,250.8275,415.6014,250.8122,415.8685,245.8133,440.5284,245.7874,440.8176,210.7514,408.7926,210.7527,408.9744,205.7713,435.9243,205.8066,436.0433,230.7360,360.8186,230.9054,360.9340,395.7793,410.8454,395.8995,410.8333,345.7050,366.9065,345.8959,359.5410
350.8417,430.8696,350.9537,430.8869,365.5702,459.0982,365.5139,468.7579,181.1173,400.7977,181.1463,401.0135,80.8316,400.5908,80.9671,400.8493,395.9545,390.9250,395.9672,391.0453,250.9815,415.5192,250.8760,415.6900,246.1763,440.8457,246.0595,440.8750,210.7764,408.8891,210.8700,408.8482,206.0617,435.7333,205.9988,435.6976,230.8553,360.7201,230.9286,360.6085,396.1472,410.6178,396.1090,410.6565,344.5565,365.9650,344.5657,356.4214
351.3203,430.5617,351.3266,430.6028,366.5499,459.9036,366.6537,471.3816,181.0737,400.7886,181.3631,400.9881,81.1986,400.6542,81.1476,400.5571,396.1467,390.6217,396.2063,390.5273,251.1302,415.5730,251.4492,415.4583,245.9707,440.2875,246.1405,440.6446,211.2179,408.6683,211.0620,408.6940,206.2541,435.6385,206.2737,435.7476,230.7496,360.6644,231.1005,360.5043,396.1995,410.6053,395.9939,410.5698,343.5349,365.1710,343.6079,353.7183
351.2708,430.3671,351.4624,430.3636,366.8941,460.1955,367.3568,472.9003,181.6362,400.5111,180.9910,400.4852,81.3083,400.4588,81.4674,400.5679,396.1502,390.4044,396.6725,390.3924,251.4432,415.4648,251.1838,415.5428,246.1394,440.7134,246.1317,440.2441,211.1779,408.5248,211.3294,408.5042,206.1380,435.6585,206.3748,435.3883,231.3296,360.1175,231.4107,360.3812,396.4653,410.5650,396.3366,410.3224,342.6980,364.4647,343.1071,351.9471
351.4254,430.2378,351.5061,430.4005,368.0599,460.9264,367.8005,474.2575,181.4384,400.5111,181.4815,400.1751,81.4304,400.3827,81.4340,399.9721,396.2922,390.2115,396.2672,390.1754,251.5821,415.2737,251.4967,415.0550,246.5294,440.3870,246.3336,440.4000,211.6247,408.0616,211.8344,408.0837,206.3661,435.2591,206.2973,435.2784,231.2760,360.1292,231.6688,360.1661,396.4194,410.2873,396.4705,410.3643,342.3246,363.9421,342.5205,350.7909
351.2130,430.1205,351.2186,430.2841,368.0641,460.7104,367.7164,475.2825,181.4889,400.0638,181.6541,400.1051,81.4581,400.2266,81.5038,400.2572,396.3641,390.0732,396.5222,390.0849,251.2135,414.9077,251.3031,414.9554,246.6785,440.0496,246.3949,439.7931,211.4068,407.9040,211.4725,408.1125,206.4922,435.2103,206.5032,435.2124,231.7273,360.0054,231.5035,360.1183,396.4511,410.0488,396.3435,409.9752,342.1865,364.0125,341.8380,349.8549
351.0979,429.8277,351.4337,429.8200,367.9028,460.9101,367.8356,474.8490,181.6354,399.7657,181.7111,399.9203,81.7022,400.0070,81.3644,399.8850,396.4925,389.8462,396.2598,389.6081,251.6251,414.8123,251.3850,414.7161,246.4398,440.0419,246.8748,439.7037,211.2535,407.7596,211.7440,407.9716,206.3566,434.7345,206.4397,434.7407,231.3122,359.9386,231.6677,359.7932,396.5286,409.8234,396.4490,409.8366,342.1128,364.0386,341.9312,350.4148
