pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y,pt3_cam1_X,pt3_cam1_Y,pt3_cam2_X,pt3_cam2_Y,pt4_cam1_X,pt4_cam1_Y,pt4_cam2_X,pt4_cam2_Y,pt5_cam1_X,pt5_cam1_Y,pt5_cam2_X,pt5_cam2_Y,pt6_cam1_X,pt6_cam1_Y,pt6_cam2_X,pt6_cam2_Y,pt7_cam1_X,pt7_cam1_Y,pt7_cam2_X,pt7_cam2_Y,pt8_cam1_X,pt8_cam1_Y,pt8_cam2_X,pt8_cam2_Y,pt9_cam1_X,pt9_cam1_Y,pt9_cam2_X,pt9_cam2_Y,pt10_cam1_X,pt10_cam1_Y,pt10_cam2_X,pt10_cam2_Y,pt11_cam1_X,pt11_cam1_Y,pt11_cam2_X,pt11_cam2_Y,pt12_cam1_X,pt12_cam1_Y,pt12_cam2_X,pt12_cam2_Y
349.1852,429.4323,348.9401,429.2149,354.6177,450.7280,354.3219,441.2681,179.0595,399.4357,179.0582,399.3599,78.7107,399.1905,79.0542,399.3274,394.0919,389.3977,394.0109,389.4259,248.8385,414.1028,248.7935,413.7575,243.8577,439.0898,244.0329,439.2136,208.9513,407.1682,209.0257,407.3337,204.0599,434.4052,203.6829,434.3593,228.9498,359.1230,228.9710,359.1829,393.9721,409.3961,394.3228,409.2693,344.5858,365.5409,344.3587,356.2650
348.6938,429.3345,348.5602,429.4619,353.4064,450.1916,353.5191,438.8795,178.6753,399.5776,178.7671,399.3781,78.7522,399.3234,78.7316,399.4879,393.7881,389.4908,393.7506,389.5253,248.6805,414.3867,248.7756,414.3376,243.9235,439.3682,244.0057,439.2900,208.6687,407.2455,208.4496,407.4487,203.7794,434.4931,203.7132,434.3915,228.7145,359.5597,228.9203,359.3292,393.6516,409.6072,393.9128,409.5084,343.5439,365.1766,343.6236,354.0867
348.5701,429.6011,348.5493,429.4943,352.8419,449.5307,352.5639,436.8810,178.6943,399.6286,178.7283,399.7342,78.6595,399.1600,78.6530,399.7062,393.5712,389.6107,394.0444,389.7084,248.7527,414.4331,248.8112,414.5969,243.6288,439.5740,243.3225,439.5711,208.6621,407.6099,208.7084,407.4496,203.6334,434.5648,203.5847,434.3816,228.6535,359.4759,228.5771,359.6701,393.5478,409.5332,393.6207,409.4016,342.7755,364.4929,342.8734,351.7406
348.5788,429.8069,348.7702,429.7730,352.3359,449.3375,352.0028,435.5273,178.7063,399.5137,178.3090,399.6353,78.6992,399.4674,78.5511,400.0158,393.4585,389.5219,393.5467,389.8548,248.5113,414.7678,248.5871,414.8339,243.5606,439.7556,243.4462,439.6146,208.6542,407.7732,208.5569,407.6817,203.6562,434.8368,203.6962,434.6376,228.6347,359.8694,228.2317,359.7389,393.3630,409.6757,393.5860,409.6712,342.1659,364.0218,342.3561,350.7231
348.5188,429.8563,348.6023,429.8173,351.9818,449.0425,352.2091,434.9946,178.4263,399.5535,178.4729,400.0552,78.7043,400.1029,78.8641,400.2359,393.5909,389.8716,393.4072,390.2614,248.4822,414.8258,248.5998,415.0351,243.4002,439.7413,243.5732,439.9467,208.4237,408.1170,208.3211,407.9302,203.5756,435.1800,203.3642,434.5222,228.7108,359.8414,228.2898,359.8811,393.4622,409.8945,393.3675,410.2657,341.9631,363.9320,342.1386,349.7894
348.3938,429.8278,348.3541,429.8244,351.7983,448.8675,352.0834,435.0992,178.3712,400.0462,178.6318,399.9969,78.9293,400.2451,78.4612,400.0885,393.3590,389.9303,393.6489,390.1671,248.5652,415.3956,248.6837,415.0049,243.7746,440.3553,243.5623,440.2319,208.7540,408.0594,208.6246,408.1936,203.8489,435.0439,203.4143,434.9985,228.5170,360.4706,228.7277,360.1028,393.4181,409.9630,393.5797,410.1505,342.0167,364.1176,342.1237,350.1145
348.7026,430.1166,348.5863,430.1006,352.3309,449.3920,352.3729,435.9072,178.7146,400.4981,178.4834,400.4851,78.6486,400.3775,78.4562,400.4012,393.5475,390.3803,393.5912,390.4127,248.4616,415.3449,248.8208,415.2953,243.5134,440.1245,243.6433,440.3357,208.8230,408.5091,208.5745,408.3990,203.5557,435.4271,203.6485,435.4255,228.5406,360.6443,228.6311,360.1922,393.4701,410.1317,393.5312,410.2458,342.2363,364.2092,342.2388,350.7245
348.8361,430.5470,348.7788,430.5617,353.0039,449.9390,353.0250,437.4491,178.6200,400.4010,178.5262,400.6575,78.4885,400.4392,79.1697,400.5698,393.6501,390.4497,393.9803,390.5708,248.7013,415.4851,248.5556,415.4032,243.4884,440.4299,243.6565,440.3893,208.9990,408.4250,208.8308,408.5686,203.7737,435.4588,203.7232,435.3640,228.7075,360.1974,228.6892,360.5288,393.6077,410.5932,393.7667,410.3055,342.9005,364.6102,343.0632,352.4834
348.7928,430.6885,348.7001,430.5637,353.7875,450.4248,353.9941,439.1460,178.6216,400.4640,178.9896,400.6609,78.8825,400.8095,78.7210,400.5705,393.7286,390.7820,393.7917,390.6022,248.6545,415.8545,248.6208,415.7348,243.6903,440.9083,243.9567,440.6120,208.6701,408.6796,208.9128,408.3900,203.6844,435.7384,203.8422,435.6195,228.6580,360.4447,228.8279,360.3330,394.0784,410.6275,393.8001,410.5552,343.9823,365.4585,343.7630,354.5139
348.7847,430.7860,349.2223,430.9395,355.1688,451.4560,354.9638,442.3715,178.9715,400.7562,178.9000,400.5806,78.9901,400.7188,79.0310,400.6037,394.1598,390.8531,394.0742,390.7912,249.3411,415.7658,249.0000,415.8792,243.7868,440.8224,244.0524,440.7421,209.0384,408.9903,209.3115,409.0897,203.8029,435.5756,204.0174,435.8311,228.9772,360.8777,228.9692,360.8733,394.2374,410.7519,394.1825,410.7514,344.8556,366.1448,344.6113,357.1072
349.5652,430.9087,349.4967,430.8575,356.1248,452.3389,356.1193,445.3486,179.2061,401.0801,179.2040,401.0573,79.3966,401.0931,79.0793,401.0765,394.1782,390.9300,394.4475,390.7579,249.4272,415.5399,249.2613,415.6101,244.5409,440.8365,244.2002,440.7295,209.0740,409.0170,209.0450,408.8967,204.4007,435.6994,204.4406,436.2332,229.2942,361.1619,229.2950,360.7055,394.2605,410.8651,394.3992,410.8104,346.0807,367.0849,346.2438,360.4704
349.6949,431.0119,349.3841,430.9008,357.4228,453.3450,357.3539,448.6480,179.6031,400.9722,179.5906,401.0157,79.7260,401.1285,79.4487,401.0029,394.7174,390.8327,394.3326,391.2035,249.7033,415.9523,249.4241,415.8325,244.6236,440.8446,244.2505,440.9422,209.6123,409.2062,209.4472,408.9899,204.4715,435.8545,204.6441,436.0756,229.5453,360.9381,229.3262,360.5598,394.5792,410.8852,394.6130,411.1984,347.6697,368.3020,347.6124,363.8516
349.9596,430.8187,350.0841,431.0676,359.1005,454.1372,358.9946,452.4656,179.6320,401.0467,179.8435,400.7554,79.7362,401.0706,79.8207,400.8556,394.7622,391.1634,394.7426,391.1310,250.1494,415.8846,249.6553,415.9351,244.8368,441.0588,244.6246,440.9814,209.9127,408.9472,209.6724,409.1253,204.8777,436.0470,204.7114,435.6566,229.6892,361.0648,229.5638,360.9593,394.7409,411.0604,394.6294,410.8381,349.0184,369.3252,349.2054,367.6368
349.8465,430.9139,350.1056,431.0014,360.2005,455.3541,360.7039,456.3728,180.3200,400.8294,180.0338,401.0984,80.1800,400.7908,80.3861,400.7794,395.0957,390.9290,395.2440,391.1125,250.3182,415.9445,250.0202,416.2833,245.2674,441.0903,245.3843,441.1399,210.0707,409.2287,210.0161,409.1180,204.9356,436.0247,204.9430,436.1260,230.0736,360.9149,230.1434,361.1548,395.2320,411.1025,395.0941,410.9534,350.4537,370.5116,350.7288,371.2149
350.6741,431.2590,350.2351,431.0189,362.2607,456.4570,361.9728,459.8829,180.4197,400.9670,180.4582,401.0598,80.4204,401.0664,80.4367,400.9521,395.5023,390.9615,395.5934,390.9520,250.4679,416.2202,250.5083,415.9303,245.5480,441.0713,245.2197,440.8242,210.4026,409.0152,210.4460,409.0022,205.4619,435.9622,205.3733,435.9487,230.4291,360.7689,230.3299,360.8744,395.6307,411.0623,395.2688,411.0185,352.3419,371.6005,351.9657,374.9030
350.6642,430.7304,350.6524,430.6746,363.4655,457.5542,363.5886,463.6126,180.9201,401.1521,180.6537,400.7559,80.7672,400.9449,80.6110,400.8675,395.3968,390.7609,395.7878,390.7943,250.5265,415.9858,250.8262,415.9296,245.5542,440.8457,245.6013,440.8175,210.4116,408.9641,210.3629,408.8535,205.8424,435.7679,205.7754,435.9118,230.6671,361.0302,230.4537,360.8710,395.7960,410.8293,395.8413,410.9015,353.3812,372.3962,353.1468,378.5776
350.8407,430.9045,350.7604,430.9705,364.8019,458.6932,364.6979,466.8657,181.1553,400.9439,180.8999,400.6729,80.8957,400.9733,80.6845,400.6974,395.9199,390.7689,395.9167,390.8272,250.6559,415.7958,250.6603,415.8578,245.9456,440.8695,245.9932,440.9932,210.8693,408.9276,210.7705,408.7541,205.6219,435.8861,205.9352,435.6311,230.6219,360.7674,230.7169,360.9367,395.9714,410.7159,395.9420,410.7978,354.6964,373.6017,354.6466,381.8166
351.0905,430.6183,351.2541,430.8611,365.7270,459.3873,365.8472,469.5179,181.1117,400.8693,180.8482,400.7804,81.0549,400.6211,81.1039,400.5817,395.9869,390.6060,395.8653,390.9371,251.0384,415.6202,250.9940,415.8525,246.1716,440.7507,246.2737,441.0265,211.2132,408.4463,210.8156,408.7917,206.1659,436.0371,206.2556,435.6457,231.3831,360.7330,231.0141,360.6173,395.9716,410.7727,396.2560,410.7384,356.1891,374.3023,355.5769,384.4726
351.4544,430.6505,351.0320,430.2503,366.6707,460.0393,366.9320,471.8096,181.5150,400.6804,181.3484,400.8613,81.1970,400.6823,81.1748,400.4471,396.1813,390.4347,396.3075,390.5386,251.1286,415.5276,251.2195,415.4279,246.5317,440.8295,246.1375,440.7581,211.2075,408.4693,210.9189,408.6033,206.2741,435.1936,206.1273,435.2631,231.3144,360.6331,231.1896,360.5332,396.3629,410.4665,396.0701,410.7655,356.8169,375.0606,356.8218,386.7888
351.2847,430.2856,351.3612,430.3220,367.4232,460.8278,367.4425,473.7123,181.3338,400.4888,181.4722,400.3697,81.4313,400.4138,81.2252,400.2148,396.0172,390.3175,396.3746,390.4341,251.7473,415.5588,251.6914,415.2912,246.4006,440.5586,246.1598,440.3378,211.5863,408.3970,211.5905,408.6450,206.4194,435.4029,206.3258,435.0357,231.5902,360.1774,231.0959,360.5163,396.3563,410.3430,396.4780,410.1044,357.2864,375.6834,357.4092,388.5122
351.5936,430.3895,351.4233,430.2043,368.0595,460.7995,367.4931,474.3862,181.3681,400.2001,181.4280,400.0709,81.4213,400.1068,81.3712,400.0127,396.2693,390.0556,396.5398,390.2688,251.4254,415.2717,251.5738,415.2795,246.4657,440.6844,246.3680,440.2357,211.3772,408.2330,211.6313,408.2516,206.3978,435.3286,206.4475,435.2872,231.6280,360.2805,231.4973,360.2412,396.4263,409.8618,396.2922,410.5146,357.8278,375.8041,357.9649,389.5573
351.4540,430.0973,351.7205,430.1619,368.2263,460.9055,368.2166,474.8554,181.3741,399.9577,181.5604,399.8837,81.6584,400.2303,81.2787,399.8480,396.8903,390.0338,396.5980,389.7789,251.5833,415.0293,251.6766,414.9836,246.5389,439.8072,246.6916,439.9519,211.5755,407.7296,211.3724,407.8566,206.4629,434.8514,206.3496,435.1274,231.5376,360.0034,231.4078,359.8988,396.5369,409.6887,396.5587,410.1247,358.2345,375.9319,358.0911,390.0186
351.5929,430.2944,351.5651,429.8821,367.9218,460.8715,368.0242,474.3392,181.4902,399.9746,181.3870,399.8345,81.6732,399.6897,81.5096,399.7849,396.7837,389.7717,396.3829,389.7070,251.5585,415.0033,251.4782,414.7989,246.6566,439.7460,246.6770,439.8072,211.2448,407.8984,211.4111,407.8077,206.6355,434.7376,206.1694,434.6310,231.4781,359.7794,231.3991,359.9039,396.5661,409.7278,396.4816,409.6304,357.7719,375.7982,357.8779,389.4704
351.4081,429.6422,351.1430,429.6125,367.4735,460.4152,367.5385,473.3630,181.4292,399.5825,181.3461,399.4881,81.3194,399.5849,81.1004,399.4411,396.4608,389.8334,396.2112,389.5275,251.2483,414.7411,251.3357,414.5174,246.2436,439.6532,246.3967,439.6546,211.0986,407.3428,211.2473,407.5487,206.3511,434.5785,206.4989,434.7101,231.5911,359.6246,231.4286,359.3185,396.3407,409.7913,396.5325,409.5818,357.5101,375.4294,357.5468,388.6770
351.2882,429.3446,351.1446,429.5436,366.9405,460.0217,366.8022,471.7965,181.1295,399.5152,181.2712,399.5203,81.3397,399.4565,81.5281,399.3924,396.0803,389.6648,396.3482,389.4593,251.4246,414.5396,251.1080,414.5384,246.1769,439.4694,246.1721,439.5268,211.2551,407.3635,211.2568,407.4832,206.2875,434.4360,206.1186,434.2374,231.1718,359.4289,231.3543,359.5438,396.2385,409.4155,396.3225,409.4934,356.7522,375.0203,356.8983,386.9675
351.0538,429.4244,350.6374,429.1346,365.7562,459.1945,365.9959,469.6932,181.2107,399.0256,181.1597,399.4793,81.1154,399.3672,81.0806,399.5858,395.9799,389.2870,396.1397,389.0702,251.0597,414.3136,250.8946,414.3179,245.8843,439.3673,246.0160,439.4055,211.1743,407.5317,211.1555,407.4183,205.9931,434.1128,206.1790,434.3498,231.0426,359.2649,230.9825,359.5574,396.0533,409.4631,396.0310,409.2660,355.9434,374.2423,355.7702,384.3940
351.0371,429.4025,350.9164,428.9606,364.6683,458.3473,364.6708,466.7687,181.1417,398.9450,180.8979,399.4719,80.8026,399.4215,80.7648,399.3510,396.1697,389.0893,395.9700,389.2177,250.9056,414.1721,250.9361,414.3626,246.0306,439.1885,245.9919,439.0525,211.0660,407.1392,210.8195,407.5345,205.9848,434.3399,205.8118,434.2295,230.5952,359.4650,230.8573,359.0729,395.9391,409.1475,396.1013,408.9724,354.7611,373.3715,354.8181,381.7976
350.5749,429.2179,350.8070,428.9657,363.5650,457.8299,363.6578,463.5440,180.8239,399.1198,180.6628,399.0201,80.6044,399.0180,80.6649,399.0881,395.6004,389.0112,395.6193,389.0985,250.4813,413.9100,250.4396,414.0273,245.4517,439.1950,245.6991,439.2918,210.8578,407.3938,210.7693,407.2193,205.8055,434.2221,205.7420,434.4492,230.7562,358.8438,230.6867,358.7732,395.6210,409.0117,395.6805,409.1674,353.3785,372.6317,353.6377,378.6270
350.3327,429.0640,350.4138,429.2099,361.9514,456.4434,361.9988,459.7753,180.2179,398.9262,180.1502,398.6298,80.4903,399.2272,80.4066,399.1187,395.4909,388.9843,395.3850,388.5915,250.5183,414.1669,250.3300,414.0470,245.3051,438.7849,245.3047,439.0811,210.4358,406.9947,210.2716,406.9037,205.3753,433.9002,205.6506,433.9314,230.4748,359.0879,230.2259,358.7929,395.3694,409.1109,395.1378,409.0640,352.3098,371.1649,352.2709,374.7906
349.7944,428.6531,350.1772,428.7577,360.5496,455.4569,360.3766,456.4452,180.0577,399.0132,179.9140,399.0115,80.1686,398.7985,79.8350,398.9615,394.9844,389.0471,395.1364,389.2425,250.0977,413.6878,250.2455,413.9925,245.3109,439.0080,245.0852,438.9990,210.2594,406.9493,210.3329,406.9325,204.9073,434.1734,205.2291,433.9621,229.7711,358.9636,230.3263,358.9345,395.2056,408.9330,395.1520,408.9114,350.4497,370.4692,350.5630,371.5041
349.7771,428.9858,349.8171,429.2483,359.1980,454.2380,359.2510,452.4295,179.9629,399.0633,179.7856,398.7833,79.5664,399.0734,79.8991,398.9808,395.1021,388.8912,394.9925,389.1770,249.9479,413.9111,249.7533,413.9437,244.5137,438.9294,244.8532,438.8741,209.9297,407.1931,209.8157,406.8743,204.9344,434.1170,204.8236,434.4120,229.8474,359.0573,229.9488,358.8222,394.8629,408.9887,394.6102,409.0788,348.9229,369.3777,348.8761,367.5248
349.5375,429.1220,349.6634,428.9438,357.4862,453.2648,357.4329,448.5724,179.5847,398.8619,179.7639,399.1111,79.7578,398.9758,79.3625,399.0619,394.7317,388.8998,394.4272,389.0384,249.6884,413.6658,249.7319,414.0294,244.6845,439.2180,244.4856,438.6369,209.6405,407.0553,209.4323,407.3523,204.1353,434.1001,204.5796,433.8180,229.5436,359.0211,229.6117,358.8552,394.6259,409.2931,394.5819,409.4053,347.6176,368.1077,347.4585,363.8942
349.3301,429.0231,349.2709,429.0518,356.3235,452.0283,356.1563,445.3301,179.3070,398.9362,178.9822,399.0961,79.4355,399.0213,79.3022,398.9381,394.2196,388.9389,394.4441,389.1121,249.3380,414.1952,249.0125,413.9709,244.2354,439.1287,244.0017,438.9477,209.3023,407.3922,209.1268,406.8769,204.0347,434.3092,204.3125,434.1473,229.3298,359.2324,229.1272,359.1957,394.1920,409.1743,394.3804,409.1504,346.2828,367.1672,346.3240,360.4452
349.0369,429.3792,349.2544,429.2822,354.7843,450.8285,354.9002,441.9610,179.0943,399.1210,179.0356,399.2835,78.9844,399.2119,79.1360,399.3017,394.1743,389.4548,394.1051,389.3502,249.0189,414.2360,249.1859,414.3361,244.2116,439.2799,243.9775,439.3378,209.0605,407.2078,209.1725,407.4360,204.3501,434.0794,204.1422,434.4374,229.0870,359.1527,228.9331,358.9632,394.1722,409.4562,393.9995,408.8835,344.8449,366.0789,345.0551,357.0769
348.8542,429.4179,348.5590,429.6105,353.8448,450.4646,353.5907,439.6494,178.8889,399.2076,178.6802,399.3991,78.7423,399.2156,78.8388,399.3970,393.9725,389.6788,394.1654,389.2641,248.6845,414.6473,248.7868,414.6092,243.9805,439.4174,243.7313,439.3349,208.6190,407.0655,208.8837,407.1647,203.6862,434.3728,203.7410,434.7617,228.8940,359.1616,228.6105,359.2616,393.7467,409.3747,393.8597,409.2303,343.8437,365.1748,344.2242,354.3570
348.7390,429.4843,348.7236,429.5213,353.0887,449.6050,353.0157,437.7800,178.8666,399.5091,178.9273,399.4883,78.7474,399.7233,78.8543,399.5986,393.6653,389.4760,393.7673,389.4675,248.8548,414.5810,248.6084,414.4416,243.6447,439.4393,243.7998,439.4985,208.6488,407.6575,208.6108,407.4008,203.9371,434.4671,203.9954,434.3275,228.3741,359.6333,228.6128,359.2422,393.6186,409.7777,393.7838,409.2967,342.7225,364.8112,342.9579,352.4829
348.7444,429.6044,348.3289,429.7715,352.3894,449.2160,352.6492,435.9882,178.6966,399.8076,178.4305,399.5738,78.6570,399.8329,78.7388,399.7894,393.4753,389.9095,393.7519,389.4662,248.5839,414.7263,248.2766,414.7053,243.5370,439.6924,243.7333,439.7662,208.8950,407.8592,208.8735,407.5778,203.6282,434.9536,203.8308,434.6317,228.6957,359.7943,228.6558,359.7329,393.6490,409.6386,393.5098,409.4472,342.3737,364.0892,342.4473,351.1250
348.5870,429.6276,348.5942,429.7815,351.9679,449.0549,351.7625,435.0783,178.4760,399.8747,178.7494,399.6894,78.3699,400.0580,78.6218,399.9169,393.5871,390.0523,393.5912,389.9117,248.5174,414.7998,248.4258,415.1958,243.3869,439.9686,243.6994,439.7584,208.4775,407.8718,208.6832,407.8437,203.4149,434.8072,203.4333,434.8054,228.6510,359.8676,228.5475,360.0261,393.6553,409.7568,393.5715,409.7001,341.9916,364.2535,342.0066,349.9194
348.2959,430.0697,348.5717,430.0624,351.9822,449.1409,352.0077,435.0315,178.4819,399.9452,178.3887,399.9534,78.5033,400.2427,78.6667,400.1684,393.8442,390.1486,393.2595,390.0010,248.3474,415.2857,248.4123,415.0115,243.4981,440.4142,243.7344,440.2292,208.4421,408.1330,208.2399,408.1432,203.3709,434.9558,203.7525,435.3614,228.3624,360.2853,228.4312,359.9520,393.5671,410.1301,393.2670,409.8495,342.0994,363.8073,342.0881,349.9766
348.4040,430.2714,348.7119,430.0945,352.1219,449.1275,352.2421,435.6496,178.4779,400.0992,178.5144,400.3216,78.5458,400.4072,78.6303,400.2311,393.4282,390.1388,393.4498,390.2579,248.7092,415.2598,248.6677,415.1539,243.4010,440.2077,243.6527,440.4769,208.4558,408.1613,208.3944,408.1241,203.5732,435.2158,203.6087,435.4801,228.7329,360.5858,228.6613,360.3448,393.4443,410.2272,393.7403,410.3380,342.2670,364.0618,342.4869,350.6662
348.3688,430.2394,348.5302,430.3309,353.0411,449.6052,352.7594,436.7817,178.5105,400.8265,178.6302,400.5193,78.7174,400.5021,78.5712,400.5599,393.6222,390.3477,393.3024,390.1996,248.6936,415.3901,248.5164,415.4356,243.8090,440.3582,243.5136,440.5122,208.6514,408.6126,208.8216,408.4792,203.6124,435.4503,204.0045,435.4394,228.7044,360.3370,228.6090,360.3638,393.5738,410.4951,393.4976,410.4859,342.9723,364.3453,342.9809,351.9502
348.7744,430.7382,348.8396,430.5604,353.6500,450.0375,353.4013,438.7375,178.8027,400.4316,178.9631,400.6453,78.6522,400.4785,78.9645,400.5844,393.6529,390.8716,393.5991,390.4681,249.1351,415.5753,248.8704,415.4539,243.6004,440.6913,243.6909,440.4935,208.9362,408.7037,208.7874,408.4093,203.5835,435.6603,203.7591,435.4931,228.8583,360.7421,228.6155,360.6403,393.7284,410.7055,393.7490,410.7544,343.5143,365.1162,343.7771,353.8831
349.0414,430.4933,348.8041,430.6715,354.5916,451.0669,354.4151,441.4199,178.9774,400.4900,179.2383,400.6018,78.9381,400.6051,79.0300,400.7197,394.0443,390.5879,394.0699,390.8627,249.2696,415.5500,248.7721,416.0278,243.8627,440.8291,244.1329,440.5930,208.7915,408.6850,209.0073,408.6591,204.1722,435.7128,204.1623,435.7608,228.9698,360.8396,229.1648,360.8718,394.0172,410.3837,394.0111,410.7100,344.6739,365.8694,344.4291,356.5520
349.2680,430.7599,349.0790,431.0434,355.5382,451.7415,355.7942,444.5411,179.2057,400.9084,179.0065,400.7378,79.1192,400.9403,79.1071,401.0201,394.3341,391.0760,394.2863,390.8221,249.5487,415.8620,249.0704,415.9435,244.2427,441.0147,243.9762,440.9182,209.3617,408.9460,209.4829,408.8832,204.1984,435.8434,204.5129,435.8835,229.1939,360.6929,229.2943,360.7077,394.4340,410.8639,394.3177,410.6060,345.6380,366.9811,345.6233,358.9795
349.1334,431.1850,349.6691,430.8631,357.0793,452.6553,357.2010,447.8324,179.4767,400.5814,179.4762,400.9756,79.5168,400.9706,79.5011,400.8776,394.5863,390.8911,394.0231,391.0488,249.5346,415.9189,249.0714,415.9746,244.3012,440.9635,244.3891,440.9757,209.4882,409.0002,209.4492,408.8324,204.3769,435.9160,204.3237,435.7072,229.2236,360.9661,229.5725,361.0405,394.5566,410.8681,394.2994,411.0431,347.0003,367.9753,346.9161,362.7759
349.5867,430.9928,349.4756,431.0517,358.5595,453.8430,358.5695,451.3273,179.8174,401.0694,179.6697,400.8732,79.6265,400.9831,79.7830,400.8770,394.5338,390.7630,394.8227,390.9603,249.6457,416.0851,249.5788,416.1143,244.6997,440.7520,244.5251,440.9475,209.8612,409.3228,209.5915,408.8775,204.7872,435.9118,204.6214,435.8519,229.6497,361.0373,229.4905,360.9450,394.9603,410.8847,394.4511,411.1449,348.4070,368.9804,348.4871,366.2285
350.1388,431.1703,349.9074,430.8295,360.2977,455.1660,359.8324,454.8905,180.0673,401.0709,180.1597,400.8853,80.0016,401.0184,80.0221,400.8531,394.9672,391.2406,395.2482,391.0948,249.9114,415.9130,249.9912,416.2256,244.9412,440.9640,244.9007,441.2375,210.0736,409.0348,209.9352,408.9218,204.8362,435.9521,204.9605,435.9571,230.1111,360.8183,230.1224,361.0172,395.0561,411.0608,395.2356,410.8661,350.1231,370.0048,349.8014,369.9472
350.2437,431.0313,350.4280,430.8726,361.3756,456.0831,361.6012,458.9489,180.2030,401.1219,180.2395,400.8407,80.3376,401.0526,80.5148,401.0667,395.2293,391.0884,395.3388,390.8261,250.6645,416.0251,250.2038,416.0524,245.2577,440.7749,245.1936,440.7241,210.1148,409.0856,210.7236,409.0752,205.3380,435.8834,205.1073,435.9644,230.2515,360.8502,230.0241,360.9425,395.3236,410.7438,395.4817,410.9129,351.2210,370.9809,351.5459,373.7065
350.7043,430.7805,350.7102,430.9860,363.0719,457.2274,362.9511,462.3796,180.6940,400.8829,180.4420,400.9565,80.6183,401.0503,80.3926,400.8821,395.5389,390.8260,395.5751,391.1604,250.3408,416.0945,250.6429,415.8283,245.3176,441.0481,245.5178,441.0271,210.5746,409.1773,210.5324,408.6117,205.5535,435.9410,205.5291,436.2949,230.5450,361.1019,230.8808,360.7686,395.5525,410.9808,395.4454,410.8498,352.8558,372.5149,352.7216,377.3030
350.9879,430.9195,350.8391,430.8718,364.4744,458.0818,364.5365,465.7475,180.8122,400.8840,180.8206,400.6464,80.9905,400.9095,80.8918,400.7760,395.7979,391.0657,395.9265,390.6477,250.9770,415.9065,250.4304,415.8897,245.5814,440.8390,245.6996,440.9280,210.7620,408.7677,210.6299,409.0788,205.6342,435.9116,205.6635,435.8733,230.5685,360.9466,230.6977,361.2250,395.6510,410.7587,395.7691,410.8979,354.3536,373.4772,354.3914,380.8288
350.8349,430.8032,351.0895,430.8024,365.5139,459.0540,365.3210,468.8273,181.0989,400.6703,180.9572,400.7249,80.9977,400.9156,81.1367,400.7856,396.0218,390.4859,395.9589,390.5179,250.8571,415.7765,250.9724,415.6760,246.0241,440.8531,246.0311,440.8764,211.1688,408.6975,211.0403,408.2438,206.1461,435.6632,205.9643,435.8136,230.8194,360.7727,231.3919,360.5065,395.9651,410.6439,396.1935,410.5586,355.1000,374.2718,355.4249,383.7564
351.3313,430.4805,351.0029,430.8551,366.3699,459.7460,366.6771,471.1381,181.3512,400.5771,181.0890,400.4434,81.0009,400.6021,81.0629,400.4051,396.2204,390.2448,396.5603,390.5866,251.4089,415.4799,251.0767,415.3133,246.0998,440.8651,246.3853,440.5253,211.1760,408.4388,211.1411,408.6028,206.3424,435.6050,206.1888,435.6432,231.3388,360.5286,231.2334,360.4465,396.3571,410.6879,396.1524,410.7800,356.2869,374.8003,356.2672,386.3264
351.5752,430.2021,351.5206,430.5244,367.1961,460.3946,367.3981,473.1740,181.4583,400.2520,181.5872,400.2671,81.3169,400.1182,81.1425,400.4163,396.2626,390.5461,396.2876,390.3322,251.4012,415.4433,251.0921,415.1094,246.3840,440.2756,246.3769,440.2550,211.2513,408.3380,211.3624,408.6806,206.5442,435.1827,206.4139,435.1882,231.3898,360.2240,231.5348,360.2701,396.5686,410.5482,396.2786,410.2180,357.3477,375.6369,357.5089,388.1519
351.3416,430.2671,351.3647,430.3875,367.6898,460.7538,367.8516,474.3297,181.8666,400.3432,181.5674,400.1113,81.1956,400.1399,81.5956,400.3067,396.4507,390.5177,396.7587,390.2371,251.2103,415.3397,251.4983,415.2731,246.2899,440.0120,246.2493,440.4064,211.5055,408.2721,211.3621,408.0113,206.4154,434.9471,206.3408,435.0904,231.0977,360.2600,231.4605,360.2779,396.3096,410.5558,396.3901,410.3230,357.6469,375.7804,357.8656,389.4513
351.5074,430.0555,351.6762,429.9795,368.0819,461.2497,368.0034,475.1774,181.6074,399.7325,181.4941,400.0794,81.6211,399.9707,81.4984,399.8905,396.3290,389.8322,396.4378,390.1153,251.4135,415.0117,251.4277,415.0411,246.7586,440.2245,246.7933,439.8604,211.4999,407.9409,211.3440,407.8520,206.6239,434.8342,206.5645,434.9158,231.3855,360.0401,231.6630,359.9150,396.3638,410.0476,396.4674,410.1515,358.1104,376.1915,358.2106,389.9311
351.6190,430.0133,351.7261,429.9593,367.9918,460.8973,368.0259,475.0220,181.4899,399.6319,181.4201,400.1909,81.2781,400.1604,81.4411,399.6803,396.3441,389.9718,396.4532,389.8320,251.6362,414.6223,251.5840,414.8542,246.2804,439.9960,246.4084,440.1477,211.4585,407.8765,211.4327,407.7735,206.3379,435.1413,207.0080,434.8659,231.5310,359.9740,231.6236,359.8605,396.4150,409.6953,396.0902,409.9869,358.0927,375.9387,357.8054,389.7208
