Rpectbase_X,Rpectbase_Y,Rpectbase_Z,Rpecttip_X,Rpecttip_Y,Rpecttip_Z,Lpectbase_X,Lpectbase_Y,Lpectbase_Z,Lpecttip_X,Lpecttip_Y,Lpecttip_Z,Rpelvicbase_X,Rpelvicbase_Y,Rpelvicbase_Z,Rpelvictip_X,Rpelvictip_Y,Rpelvictip_Z,Lpelvicbase_X,Lpelvicbase_Y,Lpelvicbase_Z,Lpelvictip_X,Lpelvictip_Y,Lpelvictip_Z,snout_X,snout_Y,snout_Z,mid1_X,mid1_Y,mid1_Z,mid2_X,mid2_Y,mid2_Z,mid3_X,mid3_Y,mid3_Z,peduncle_X,peduncle_Y,peduncle_Z,caudaltip_X,caudaltip_Y,caudaltip_Z
457.7897,438.7266,5.9440,454.3798,466.2367,-7.5793,454.9592,424.4511,6.0152,459.2497,401.3612,19.5456,412.8554,441.4964,-2.7506,412.0390,454.0433,-2.6809,410.2813,429.1728,-2.6070,411.2896,416.7064,-2.7766,477.4054,427.1969,1.9077,453.7808,431.7359,3.6584,429.7159,433.6297,0.0082,405.7253,436.6213,-3.3644,383.0991,445.2773,-2.1750,360.8625,455.4716,1.8536
459.6370,438.7651,6.1788,456.8932,465.7724,-6.6909,456.6073,424.4048,6.2538,460.2960,401.1962,18.5890,414.8562,441.1047,-1.6086,414.9028,453.3042,-2.7225,412.1511,429.1428,-2.0349,412.1679,416.9992,-2.7418,479.3979,426.5787,0.8093,455.6837,431.8940,3.6917,431.6561,433.7900,1.4539,407.7380,436.1703,-2.7168,384.4230,443.4488,-3.0712,362.1488,454.1948,0.7574
461.2760,438.5130,5.5703,459.9912,465.2066,-4.8318,458.2540,424.7268,5.4119,460.8652,401.1777,15.8884,416.6477,441.1002,-1.0221,417.3331,453.1751,-2.5541,414.1620,429.4418,-1.0545,413.1843,417.4637,-2.7897,481.0938,425.5258,-0.0916,457.3302,432.0015,3.0577,433.7305,434.6029,2.0104,409.1072,435.7219,-1.9594,386.0533,442.0983,-3.5126,363.8352,452.7467,-0.1995
463.1598,437.8915,5.1655,464.2487,463.3666,-1.4081,460.2552,423.6800,5.0467,459.4531,400.6628,11.1949,418.5831,441.8851,0.1656,420.1369,453.4187,-2.5344,416.0535,429.9244,0.1476,414.5572,417.6859,-2.3938,482.3182,424.8065,-1.3770,459.4446,431.6442,2.8480,435.6284,435.1341,3.1252,411.0812,436.2250,-0.8085,387.3762,440.5848,-3.7917,365.3169,451.0808,-1.3753
464.9123,437.7060,3.9772,469.6627,460.9037,3.6520,461.8097,423.5122,3.8398,456.8273,400.1569,4.0463,420.6205,442.1352,1.1554,422.8834,454.0870,-2.1342,418.2729,430.9048,1.4862,415.5494,418.8006,-2.0821,483.8493,423.8584,-2.2302,461.3307,431.3535,1.9147,437.4195,435.8269,3.2944,413.2118,436.4834,0.1653,389.0911,439.3430,-3.2751,366.8403,448.8139,-2.4870
466.5599,436.8541,2.6416,475.5226,458.4096,9.1469,463.7189,422.8506,2.8972,454.3228,399.1364,-3.3872,422.6071,443.2225,2.1815,425.8564,454.8507,-1.9719,420.2607,431.4820,2.2525,416.8283,419.8064,-2.0373,485.6675,422.5508,-3.1365,463.0707,430.5561,0.6990,439.5862,436.0193,3.5502,414.9645,437.4478,1.2921,391.0552,438.8934,-3.1155,368.0887,446.8120,-3.1263
468.2841,435.5562,1.5010,479.4941,456.0858,12.2589,465.1172,421.7271,1.7293,452.9421,398.0958,-8.7376,424.7402,444.0076,2.9441,428.8170,455.2479,-1.5602,422.2074,432.1864,3.0206,417.9649,420.9626,-1.8675,487.5452,422.1378,-3.1925,464.1137,429.7592,-0.2459,441.3830,436.3428,3.6322,417.1805,438.1117,2.4770,392.7661,438.6316,-2.0801,369.6005,444.8580,-3.4453
469.7125,434.8782,0.7325,482.7024,454.2661,13.4255,466.7628,420.7505,0.4881,452.8286,397.2665,-11.8021,426.3585,444.3290,3.6127,431.5353,455.5806,-2.3132,424.0724,432.5735,3.5023,419.1606,421.6426,-2.0947,489.0990,421.1534,-3.6602,466.1792,428.5923,-1.4476,442.9231,435.9241,2.8302,419.1861,438.9743,3.2323,394.7377,438.9069,-0.8047,371.1986,443.2826,-3.8646
471.3143,433.5034,-0.3561,484.7680,452.7919,13.3198,468.6040,419.5503,-0.3036,454.2104,395.5978,-13.6726,428.5076,445.0004,3.7318,434.4726,455.8438,-2.7058,425.9235,432.9879,3.7138,420.0065,422.5427,-2.6273,490.7857,420.8484,-3.2089,467.3187,427.5690,-2.3223,445.0572,435.3958,1.6352,421.5948,439.3654,3.5426,396.6715,439.4045,0.2002,372.7320,442.3898,-3.3409
473.2428,432.6747,-1.0262,486.6296,451.8878,13.1562,470.3072,418.3187,-1.1185,455.4182,394.6284,-14.8446,430.4880,445.2438,3.4198,437.1511,455.9089,-2.9181,427.8238,433.2717,3.4389,421.1860,422.2731,-3.1864,492.7000,420.0429,-2.6944,469.1899,426.2324,-2.8594,446.5421,434.4868,0.7442,423.1413,440.0590,3.6311,398.6132,440.5157,1.1760,374.3583,441.7580,-2.8053
474.5536,431.4358,-1.0745,488.4885,450.9004,12.6166,471.7921,417.5878,-1.1745,457.2447,393.7853,-15.1488,432.1386,444.9196,2.8605,439.3675,455.6359,-3.9885,429.7976,433.0784,2.6648,422.3695,422.3060,-4.3522,494.7381,419.9685,-2.1228,470.7597,425.2946,-3.5375,448.3363,433.6269,-0.4950,425.0147,440.2345,3.2809,400.9090,441.7748,2.1968,376.3543,441.6317,-1.7368
476.2493,430.7178,-0.9893,490.1120,449.8974,13.1105,473.1124,416.6282,-1.0660,458.3479,392.6994,-15.1614,433.9703,444.2800,1.8470,441.9859,454.8919,-5.0253,431.2944,432.4461,2.0324,423.3120,422.0774,-4.9761,496.2333,419.6683,-0.7748,472.7067,424.1676,-3.6916,449.3822,432.2666,-1.3314,426.9213,439.9979,2.8213,402.8977,442.5180,3.2195,378.1824,441.9061,-1.2567
477.7723,429.9705,-0.8613,491.8322,449.3324,13.4620,474.7902,416.1491,-0.6976,460.3894,392.3588,-14.9739,435.6588,443.6622,0.8736,444.0539,454.0262,-6.4025,433.2828,431.7995,0.7981,424.8802,421.0455,-6.3197,497.8570,419.7174,0.3727,474.2104,423.4540,-3.4222,451.2739,430.8490,-2.2693,428.5229,439.5883,1.8813,404.6365,443.6549,3.1004,380.3285,442.8944,0.2248
479.9559,429.8297,0.1871,493.4557,448.8108,14.3010,476.6980,415.3919,-0.1240,462.1690,391.5440,-14.1283,437.0121,442.3596,-0.0334,446.0746,452.5117,-7.4729,434.3460,430.2951,-0.1756,425.7093,420.2494,-7.5304,499.8363,419.8815,1.4846,475.9479,422.9840,-2.7353,452.7560,429.2392,-3.0605,429.9392,438.6229,0.7722,406.8181,444.1693,3.5661,382.2350,443.9057,1.4258
481.7293,429.5412,0.7823,495.4373,448.5931,15.0540,478.6212,415.4171,0.8900,464.0547,391.6333,-13.3849,438.5856,440.7706,-1.2545,447.6477,451.3701,-8.5602,436.2066,429.0664,-1.3770,427.0051,418.9504,-8.4086,501.5187,420.1313,2.2477,477.8860,423.0306,-2.0262,454.3953,428.2861,-3.6731,432.0122,437.4696,-0.3214,408.9361,444.2785,3.2110,384.2681,445.0572,2.0288
483.4900,429.6586,1.9558,497.0743,448.5233,16.0942,480.4324,415.5174,1.7840,465.9647,391.4723,-11.9874,440.2164,439.3435,-2.0082,449.7106,449.5085,-9.4051,437.5538,427.5033,-2.2116,428.4418,417.4696,-9.1506,503.6166,420.2754,2.9113,479.6410,422.7407,-0.7277,456.1697,427.0697,-3.5618,433.1208,436.0584,-1.2747,410.5472,444.1438,2.7484,386.3812,446.0806,2.9530
485.3143,429.6680,3.0366,498.7354,449.0352,17.0105,482.1716,415.6825,3.1475,467.7669,391.8846,-10.8005,441.5892,437.7922,-3.0519,451.0012,448.2192,-9.3478,439.3409,426.4256,-3.0094,429.6221,415.8613,-9.6718,505.1511,420.3910,3.4598,481.3702,423.0848,0.0055,457.5635,426.3163,-3.2731,434.6583,434.2201,-2.2617,412.3793,443.7238,2.1315,388.5960,447.5078,3.4880
486.8940,429.8127,4.1539,500.3362,449.6636,17.3658,484.3687,416.1150,4.3581,470.1563,392.1045,-9.1650,443.2161,436.2134,-3.4713,452.9419,446.6683,-9.4714,440.9650,424.6230,-3.6584,431.3824,414.4909,-9.4848,507.2224,420.4749,3.7805,483.3188,423.1049,1.3503,459.6805,425.9062,-2.3775,436.1822,432.8634,-3.2019,413.7831,442.7337,0.6991,390.4050,448.3588,3.7913
489.2941,430.4775,4.9738,501.7679,450.1225,16.9895,486.2059,416.3368,4.8168,472.9125,392.6724,-7.1131,444.8147,434.9793,-3.4845,454.2288,445.6438,-9.1252,442.3062,423.5539,-3.7960,432.8190,413.3152,-9.3266,509.2310,420.3371,3.7386,485.3255,423.6173,2.1996,461.0172,425.3309,-1.9740,437.7239,431.4458,-3.4721,415.1098,441.1588,-0.3475,392.4583,448.6430,3.3532
491.3761,430.6058,5.7105,502.0362,451.4825,14.9009,487.9437,416.8719,5.7060,476.6243,393.3195,-3.7448,446.4498,434.4405,-3.4331,455.5972,444.6842,-8.2419,444.2087,422.8382,-3.3225,434.7475,412.3084,-8.1681,510.7057,420.1502,2.6326,487.1931,424.1445,3.0082,462.9344,425.5121,-0.8318,439.5379,430.0604,-3.4468,416.8977,439.6347,-1.2556,394.3675,448.4489,2.4993
493.1722,431.0818,5.7722,500.6933,453.1098,10.2278,489.9057,416.9266,5.9419,481.9245,393.2475,1.5485,448.3329,433.5548,-2.7605,457.1263,443.9776,-7.0682,445.7428,422.2013,-2.7011,437.0198,411.4662,-6.7676,512.6833,419.3318,1.7971,489.0403,424.2464,3.6803,464.9346,425.9190,0.4075,441.0780,429.1820,-3.4677,418.5115,437.8122,-2.3778,395.8126,447.5112,1.7667
494.8877,431.4192,5.9493,498.2559,455.4405,4.0237,491.8352,417.0761,6.1351,488.5594,393.8370,8.2220,450.0698,433.5349,-1.9114,458.2566,443.9022,-5.2804,447.3959,421.8599,-1.8058,438.8728,411.3658,-5.2752,514.2449,419.0042,0.6265,490.7832,424.2350,3.5668,466.8910,426.6031,1.0600,442.4897,428.6066,-2.6103,419.8098,435.7368,-3.2020,397.6715,446.5900,0.8323
496.7040,430.7822,5.6090,496.7161,456.7812,-2.5496,493.6953,416.9113,5.4720,493.7700,393.6062,13.4096,451.9601,433.9736,-0.7045,459.5031,444.2365,-3.2420,449.4466,422.0529,-0.8007,441.2677,411.3740,-3.6950,515.8966,418.3751,-0.1674,493.1034,424.3027,3.3875,468.8089,427.3046,2.1726,444.4514,428.2525,-1.8097,421.2039,434.3101,-3.3878,398.6770,445.0931,-0.1111
498.5519,430.7100,4.8503,496.4697,457.5981,-6.5232,495.6191,416.6454,4.8741,498.3537,393.5356,16.2123,453.5843,434.2337,0.5446,461.2888,444.7502,-1.7723,451.2846,422.5708,0.3459,444.2768,411.4384,-1.6263,517.3714,417.1329,-1.6013,494.5715,424.1886,2.8230,470.6309,427.3649,2.9746,446.6532,428.5710,-0.7617,422.6292,433.0482,-3.5537,400.5815,443.2470,-1.5569
500.1324,429.8512,3.8494,497.1056,457.3866,-9.0250,497.0601,416.0075,3.9755,501.1167,393.0287,16.9536,455.5393,434.8189,1.4271,462.1808,445.3832,0.5890,453.1389,423.0116,1.2601,446.6268,412.1231,0.5023,519.3478,416.3954,-2.4501,496.3040,424.0479,1.8951,472.4528,428.3904,3.5593,448.4563,428.9918,0.4087,424.6377,432.2239,-3.4142,401.9080,441.3648,-2.6041
501.9085,429.4268,2.7893,498.3617,456.7229,-10.8842,498.7213,414.9671,2.9023,503.0338,391.8673,16.2710,457.8511,435.7465,2.1206,463.5695,446.4723,2.2696,455.1996,423.7649,2.5097,449.3259,412.7332,2.1924,520.8776,415.3655,-3.0833,497.8861,423.2492,0.8634,474.7375,428.4792,3.5785,450.3407,429.8064,1.2547,426.2801,431.3267,-2.8947,403.3226,439.1780,-2.9568
503.0590,428.0925,1.6539,499.8336,456.0743,-12.4090,500.4496,414.1446,1.9239,504.9415,391.0416,15.6311,459.6902,436.3675,3.0590,464.5701,447.5430,4.1758,457.3407,424.5288,3.0515,452.1984,413.4369,3.8205,522.6454,414.4549,-3.3884,499.6979,422.1188,-0.3166,476.5050,428.4960,3.3613,452.2473,430.7731,2.3103,427.8492,431.1440,-1.7731,405.0038,437.1546,-3.5013
504.8637,427.3046,0.6980,501.0926,454.8175,-13.7248,502.1285,413.0668,0.5500,506.7883,390.0611,14.7435,461.7462,436.8926,3.3971,466.0226,448.3330,5.7511,459.2045,425.0923,3.4898,454.9204,413.9660,5.2108,524.4950,413.5627,-3.6888,501.2936,420.8283,-1.2425,478.6506,428.0808,2.4187,454.5426,431.1382,3.0409,430.0263,431.3124,-0.4992,406.1646,435.9417,-3.3686
506.5395,426.1331,-0.4040,502.7515,453.9544,-14.4044,503.8475,412.0960,-0.1118,508.3028,388.8075,13.8105,463.9592,437.2875,3.6613,466.9470,449.2591,6.1830,461.3215,425.8960,3.3650,457.6653,414.1151,6.0590,526.0964,413.2986,-3.3374,502.8710,419.7594,-2.4471,480.2552,427.7746,1.8846,456.7979,432.2084,3.6168,431.8942,432.1062,0.4914,408.1322,434.6811,-3.2537
508.3169,424.9694,-0.7846,504.5718,452.9435,-15.2890,505.2442,411.0987,-0.7547,510.0829,387.6457,13.2726,465.4140,437.6204,2.7403,468.1226,448.9293,6.9618,463.2030,425.7443,3.2737,460.3431,414.2669,6.8828,527.7350,412.6142,-2.9799,504.6219,418.5687,-2.4891,481.5222,427.1017,0.8389,458.3355,432.5620,3.7635,433.7943,432.9271,1.3228,409.4522,434.3729,-2.5278
510.0380,424.0172,-1.1901,505.9366,451.7156,-15.3800,506.5998,409.8616,-1.0984,511.3525,386.8627,12.9923,467.4460,437.2906,2.8392,469.0740,449.3487,7.0279,464.5641,425.3275,2.6362,463.1863,413.7021,7.1162,529.5799,412.4079,-2.1466,506.2311,417.5490,-3.3825,483.3902,425.9207,-0.3874,460.0471,432.7584,3.3476,435.9502,434.0260,2.2611,411.2053,434.3284,-1.8458
511.9270,423.0509,-1.2894,507.8998,450.7772,-15.4250,508.5975,409.1920,-1.2812,513.0398,385.9781,12.9625,469.0321,436.9010,1.8912,470.0515,449.0935,6.6940,466.6473,425.1739,1.9617,465.6207,413.1138,6.5998,531.2155,412.4418,-0.7433,507.7154,416.8646,-3.5878,484.8148,424.6277,-1.5068,461.8783,432.5470,2.6092,437.9390,435.0912,3.0715,413.4412,434.6781,-0.9165
513.4941,422.5047,-0.8324,509.6855,450.3601,-14.7270,510.7208,408.7240,-0.9125,514.9801,385.4647,13.2849,470.8679,435.8805,0.7919,470.5030,448.3416,6.3288,468.2665,424.2218,0.8112,468.4195,412.0500,6.4971,533.2813,412.0727,0.2728,509.0938,415.9137,-3.3817,486.3759,423.4907,-2.4289,463.8257,432.0607,1.9062,440.0475,435.8143,3.5140,415.3586,435.3151,0.2382
515.1909,422.2814,0.1013,511.5576,449.6006,-13.4863,511.8942,408.1622,-0.1738,516.4223,384.9346,13.5067,472.3492,434.7617,-0.3982,471.5170,447.2708,5.6927,469.8842,423.1072,-0.0783,470.6271,410.7832,5.4764,534.8902,412.4210,1.5167,511.4693,415.3485,-2.8294,488.0793,421.9311,-3.0929,465.4155,431.0333,0.7558,441.9630,436.7919,3.3384,417.4623,436.1133,1.2235
516.8201,421.7527,1.0571,513.9430,449.3044,-12.1228,513.5916,408.0759,0.6963,517.8544,384.9160,13.8678,473.8040,433.2362,-1.2879,472.1329,446.0697,5.0725,471.3292,421.6806,-1.1911,472.9806,409.0969,5.3936,536.9176,412.9385,2.2896,512.9404,415.7183,-1.7096,489.4945,420.7946,-3.4561,467.0894,429.8956,-0.4081,443.9186,436.8950,3.4737,419.7293,437.8081,2.1896
518.8314,421.9585,2.2238,516.8194,449.0166,-9.0725,515.7415,407.8620,2.0982,518.6559,385.2630,13.0323,475.3732,432.1278,-2.1627,473.2057,444.5933,4.8298,472.6408,420.1924,-2.7385,475.1748,407.4721,4.5243,538.7632,412.7217,3.0458,514.7240,415.1464,-0.9073,491.2136,419.4894,-3.4308,468.3575,428.4350,-1.0985,445.9320,436.7389,2.7804,421.3510,438.8095,2.8151
520.5117,422.0579,3.1436,520.6115,447.7849,-4.9169,517.6450,408.3323,2.9451,518.0920,384.9008,11.2347,476.9473,430.3919,-3.1156,473.9984,443.2330,3.8089,474.4184,418.6002,-2.9774,477.2181,405.5135,3.9601,540.7546,412.8267,3.2394,516.2851,415.5026,0.2776,492.9537,418.8644,-3.3433,469.9816,427.0480,-2.3264,447.4514,435.9706,2.0089,423.6385,440.1766,3.4665
522.4516,422.5290,4.2364,526.3502,446.5925,1.9205,519.5784,408.4486,3.9069,516.1296,385.0550,6.2906,478.3130,429.1122,-3.5349,474.7624,442.0077,3.5035,476.0277,417.2166,-3.4080,479.4538,404.3325,3.7543,542.3948,413.0033,3.6714,518.5756,415.6839,1.2877,494.6967,418.2905,-2.9015,471.5902,425.1843,-3.0020,449.0017,435.1738,0.7690,425.5103,440.4623,3.4701
524.2984,422.9771,5.0085,531.9992,444.9237,9.5894,521.3314,409.0414,5.0539,513.3616,385.2297,0.7096,479.9462,427.7928,-3.8537,476.2117,440.6303,3.4025,477.5459,415.8869,-3.3946,481.2591,402.6729,3.4271,544.0898,413.0062,3.4022,520.5773,416.3835,2.4568,496.3663,417.9613,-1.7645,473.0244,423.7670,-3.7915,450.6407,433.6408,-0.5551,427.6694,441.0451,3.3301
526.2520,423.1722,5.8786,537.2603,444.1609,15.1040,523.1823,409.1165,5.3468,512.0097,385.4461,-3.6909,482.0807,426.8997,-3.5435,477.2578,439.8889,4.0650,478.9431,414.9956,-3.3528,483.4403,401.9353,3.7829,545.8669,412.7277,2.7012,522.2236,416.3989,3.2957,498.2806,418.2383,-0.8390,474.7980,422.6728,-3.4952,452.0616,431.7184,-1.2262,429.3948,441.0768,2.8071
528.0845,423.5440,6.2589,540.6816,443.3371,18.1884,524.9427,409.4410,6.1508,512.1623,385.8013,-5.9274,483.4731,426.3459,-2.6581,478.8584,439.6325,3.8797,480.7611,414.5553,-2.8950,485.4229,401.4708,4.1111,547.6431,412.0607,1.7542,524.6743,416.6869,3.4784,499.9083,418.2538,0.3789,476.0845,421.4950,-3.3051,453.2656,430.2149,-2.2540,431.2390,440.2293,1.9619
530.2195,423.7079,6.0032,543.3561,443.0740,19.3613,527.0208,409.3326,5.9344,512.8552,385.7571,-7.3249,485.1141,426.1590,-2.1309,480.8953,439.2519,4.6632,482.4705,414.4128,-1.8022,487.3445,401.1459,4.8915,549.4405,411.4617,0.8594,526.3777,416.8455,3.4570,502.0875,418.8795,1.1125,478.3806,421.2548,-2.9930,455.0487,428.5238,-2.8394,432.6277,439.3659,0.6041
531.8208,423.6212,5.4290,545.0803,442.8878,19.2415,528.9384,409.6078,5.3210,514.1291,385.7757,-8.2314,487.0814,426.2249,-0.7515,482.3904,439.4590,5.1936,484.6502,414.5963,-0.8453,489.0770,401.2714,5.0045,551.1185,410.6263,-0.2339,528.1688,416.9921,3.4008,504.2111,419.4754,2.2503,479.5981,421.0314,-1.8819,456.7638,426.8355,-3.3635,434.4164,437.8276,-0.4699
533.4769,423.0629,4.8452,547.2242,442.2966,18.8991,530.6075,408.9086,4.9414,516.0177,385.1316,-9.5624,489.2827,426.6241,0.0533,484.3322,439.7417,5.8992,486.4930,414.7793,0.2085,490.8573,402.0652,5.9272,553.1487,409.9583,-1.4081,529.9965,416.6105,2.7468,505.8351,420.2655,2.8471,481.8371,421.0022,-0.9918,458.0135,425.2688,-3.5868,435.5194,435.9818,-1.0317
535.3336,422.3915,4.0908,549.3571,441.8543,17.7463,532.2577,408.5834,3.6056,517.7049,384.8000,-10.4317,491.0491,427.3084,1.2643,486.9494,440.5779,6.2689,488.4662,415.7461,1.3700,492.5114,402.4642,6.1333,554.5242,409.0572,-2.3670,531.6255,416.4408,2.0703,507.8353,420.7148,3.7875,483.8102,421.5613,0.3842,459.8066,424.4968,-3.4687,437.2765,433.7127,-2.3938
537.2418,421.9674,3.0035,550.8707,440.9830,16.8870,534.1554,407.8699,2.8475,519.3635,384.0079,-11.1542,492.9942,427.9380,2.4697,488.8343,441.3205,6.8016,490.4956,416.1062,2.2895,494.4906,403.1936,6.3537,556.0077,407.8750,-3.1767,533.3659,415.3684,0.7734,509.5757,421.1124,3.2625,485.4356,422.4013,1.1553,461.4720,424.0247,-2.6076,438.7193,432.0741,-2.7295
538.7028,420.7948,1.6650,552.0003,440.1325,15.8631,535.6530,406.9382,1.4193,521.2509,382.8693,-12.6163,494.9175,429.0193,3.1984,491.3393,441.8326,6.3788,492.6324,417.0941,3.2717,495.9194,403.8770,6.4997,557.5758,407.0793,-3.6540,534.8634,414.5342,-0.5011,511.8317,421.1902,3.1493,487.5276,423.0615,2.5259,463.4175,423.7243,-1.9175,439.9576,429.9587,-3.6265
540.1161,419.7601,0.7882,554.3318,439.1479,14.3923,537.4191,405.4427,0.8137,522.6582,382.0360,-13.5643,496.8599,429.5768,3.2374,493.7457,442.6245,6.2294,494.2954,417.8409,3.4210,497.3615,404.8257,6.0046,559.5349,406.2036,-3.5303,536.3858,413.8715,-1.4444,513.6938,420.7634,2.5406,489.5358,423.7382,2.9860,465.2175,423.7796,-0.6763,441.5466,428.4277,-3.6164
541.8332,418.4833,-0.0208,555.6185,437.7015,13.9646,538.8782,404.5752,-0.5685,524.3412,380.7311,-14.3321,499.1373,430.0261,3.7117,496.8172,442.6423,5.2242,496.2956,418.3224,3.5329,498.8451,405.4177,5.4966,560.9949,405.5979,-3.1111,538.1553,412.1873,-2.2477,515.3576,419.9420,2.0808,491.6422,424.7614,3.4958,467.2628,424.5997,0.1628,443.1334,427.3746,-3.2580
543.4740,417.6527,-0.7619,556.8428,436.6949,12.9893,540.2485,403.4299,-1.1174,526.1276,379.7099,-14.7201,500.9686,429.8798,3.2260,499.5171,442.6138,3.9028,498.0645,418.5009,3.4225,500.0077,405.4826,4.2267,563.0868,405.2195,-2.9454,539.7460,411.3267,-2.9450,516.9684,419.6617,0.9504,493.5148,425.2515,3.5439,469.2842,425.5108,1.2527,444.6273,426.5867,-2.7519
545.2349,416.6260,-1.1423,558.2291,436.2071,12.3287,541.9019,402.4857,-1.1835,527.8131,378.6771,-14.7116,502.7826,429.7865,2.9373,501.8642,442.4182,2.5890,500.0244,418.2047,2.7432,500.9516,405.6893,2.5788,564.6407,404.9068,-2.0699,541.3387,410.0331,-3.6606,518.6092,418.6545,-0.1090,495.4042,425.7322,3.1663,471.0470,426.5105,2.3058,446.7946,426.8922,-2.1736
546.6251,415.7379,-1.2020,559.3977,435.4441,11.4084,543.8038,401.7804,-1.2685,530.1282,377.7054,-13.6290,504.1487,429.2748,1.8186,504.0423,441.7576,0.7101,501.7933,417.4779,1.9024,501.7994,405.3717,0.8757,566.3541,404.9519,-0.8501,543.4046,409.3526,-3.5638,520.1149,417.0854,-1.0208,497.2246,425.0596,2.8139,473.1297,427.7893,3.0125,448.2534,426.8192,-0.8558
548.2833,414.9613,-0.8458,560.2173,435.2564,9.6357,545.4191,400.7905,-0.7562,533.3772,377.6489,-11.0598,506.3329,428.5088,0.8789,506.4329,440.5432,-0.9868,503.3603,416.5428,0.8153,502.8583,404.3603,-0.6687,568.1972,404.9802,0.3465,544.6026,408.4615,-3.2550,521.5753,415.6297,-2.2762,499.1149,424.6189,1.8724,475.1979,428.5091,3.6520,450.5360,427.6455,0.3355
550.0081,414.4419,0.3858,559.1987,436.0313,6.0574,547.5300,400.7851,-0.0453,537.9296,376.9478,-6.3765,507.5751,427.5876,-0.1303,509.1677,439.0196,-3.0982,504.6635,415.8428,-0.2523,503.4438,403.5692,-2.9725,570.4662,405.2523,1.3680,546.3249,407.9866,-2.8876,523.3813,414.5888,-2.7904,500.3289,423.7360,0.5941,477.3767,429.2323,3.6512,452.6092,428.9049,1.5645
551.9927,414.3593,0.6884,556.7927,437.8226,1.2149,549.1977,400.5515,0.7397,544.2418,377.0048,0.8996,509.0958,425.5704,-1.2378,511.8884,437.5911,-5.0539,506.7824,414.1391,-1.4681,503.9887,402.5912,-4.5206,572.3267,404.9851,2.1561,548.0474,407.6419,-1.9463,524.7338,413.2791,-3.6105,502.3295,422.1766,-0.3885,478.7249,429.5355,3.2180,454.4394,429.9104,2.4891
554.0313,414.4953,1.9248,554.9938,440.0437,-3.9410,550.8263,400.5814,1.7552,550.2668,377.2565,8.2265,510.7042,424.3123,-2.3465,513.8697,435.9936,-6.6896,508.1631,412.6548,-2.3148,504.9704,401.1279,-6.6279,574.1330,405.4511,3.1499,550.2538,407.6964,-0.8225,526.3982,412.4460,-3.5218,503.6192,420.8347,-1.2220,480.8784,429.0835,2.9365,456.8525,431.4572,3.2425
555.4342,414.8479,2.9422,554.3627,441.5248,-7.2200,552.7460,400.6130,3.5011,555.1979,377.6294,13.8458,511.9322,423.0223,-3.1501,516.4713,434.3554,-7.8897,509.7488,411.1030,-3.1383,505.3288,399.7754,-7.8300,576.0448,405.2840,3.4174,552.0270,408.3859,0.3301,528.0479,411.3752,-3.4632,505.0057,419.0832,-2.4072,482.8296,429.0257,1.9433,458.8020,432.6396,3.7257
557.7072,415.2377,4.4984,554.9530,442.3007,-8.1841,554.3752,401.0882,4.2050,558.1597,377.7256,16.5323,513.4694,421.4170,-3.7187,518.9557,432.4408,-8.7675,511.0728,409.6070,-3.3502,506.0066,398.3722,-9.2811,577.5632,405.4546,3.5315,553.6598,408.1749,1.3788,529.7211,410.8309,-2.3659,506.7580,418.1679,-3.0595,484.2930,427.6449,0.5288,460.8452,433.1005,3.6097
559.4604,415.2941,5.1087,556.2465,442.8038,-8.6507,556.4458,401.1582,4.9915,560.9829,378.1498,18.4591,515.0994,420.5808,-3.6109,521.1450,431.1888,-9.8283,512.6577,408.4100,-3.5825,506.8476,397.6580,-9.7676,579.4654,405.1874,3.1110,555.5488,408.6336,2.4953,531.6750,410.6700,-2.1549,508.2147,416.1966,-3.5417,485.8966,426.4437,-0.3569,462.7549,433.4573,3.6430
561.5799,415.7420,5.7271,557.7829,443.5850,-8.2838,558.8269,401.4183,5.6695,562.9723,378.6211,19.4372,516.9066,419.6304,-3.5670,523.6005,430.1224,-9.7831,514.5720,407.5598,-3.2793,507.6822,396.9122,-10.0144,581.3910,404.9970,3.0102,557.8476,408.9789,3.1350,533.3388,410.7061,-0.7314,509.7281,415.0855,-3.4645,487.2951,424.7353,-1.3708,464.6698,433.5231,2.7462
563.4270,416.2083,6.0299,559.6653,443.5963,-8.1752,560.2525,402.1446,5.7908,564.9438,378.8182,19.9877,518.3542,418.8419,-2.5847,525.9452,429.6756,-9.6995,516.1368,407.1134,-2.8762,508.9475,395.9578,-9.4704,583.0303,404.5954,1.6604,559.4793,409.3148,3.5623,535.1989,410.9671,0.1354,511.8808,414.2104,-3.1759,488.8401,423.0213,-2.4562,466.3622,432.7588,1.9408
565.2291,416.2743,5.8145,561.8947,443.9981,-8.3301,562.2490,402.2284,6.1276,567.1933,378.9793,20.2257,520.3965,418.3794,-2.0265,528.5013,429.1427,-8.9140,518.0657,407.0074,-2.2722,509.9005,396.2613,-8.7058,584.6404,403.8681,0.9621,561.3515,409.4290,3.5534,537.1291,411.5551,1.2451,513.2193,413.5895,-2.8005,490.2758,421.1953,-3.1948,468.0285,431.8024,0.8309
